Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,131.72462463378906,5.155292510986328,0.10567268,0.1680161,0.25744465,0.030991187,0.59683603,0.00020027906,0.25995207,0.9999999999998581,Accepted
HiResCAM,1.0,128.06265258789062,5.155292510986328,0.123555765,0.1633452,0.24597014,0.04346584,0.54886895,0.0002962798,0.18759315,0.999999878529825,Accepted
GradCAMElementWise,1.0,98.40713500976562,5.155292510986328,0.10584465,0.1255193,0.17095245,0.0572549,0.3400987,0.0002298099,0.24560098,0.9999999999968959,Accepted
GradCAMPlusPlus,1.0,107.1968994140625,5.155292510986328,0.08244456,0.13673072,0.19516325,0.0317764,0.4401281,0.00014489889,0.18615301,0.9999998478377518,Accepted
XGradCAM,1.0,178.01622009277344,5.155292510986328,0.18727061,0.22706152,0.29636955,0.106916085,0.57930046,0.00020161271,0.16474137,0.999996466989714,Accepted
AblationCAM,1.0,225.05377197265625,5.155292510986328,0.2485092,0.2870584,0.37037814,0.1728205,0.6620326,0.003041029,0.081162706,0.9769545126539576,Accepted
ScoreCAM,1.0,162.5222930908203,5.155292510986328,0.19192538,0.20729883,0.3062683,0.09347146,0.60576504,5.8546662e-05,0.09470342,0.9920321947106093,Accepted
EigenCAM,1.0,88.90776062011719,5.155292510986328,0.0741798,0.113402754,0.1666882,0.033764515,0.36456543,5.9604645e-08,0.25034428,0.9999999999988564,Accepted
EigenGradCAM,1.0,97.47392272949219,5.155292510986328,0.09614934,0.12432897,0.18771426,0.037822194,0.41056454,1.0728836e-06,0.17172825,0.9999986798341792,Accepted
LayerCAM,1.0,98.40713500976562,5.155292510986328,0.10584465,0.1255193,0.17095245,0.0572549,0.3400987,0.0002298099,0.24560098,0.9999999999968959,Accepted
FullGrad,1.0,81.57669830322266,5.155292510986328,0.08854544,0.10405192,0.15329035,0.041565314,0.31649208,9.596348e-05,0.08305705,0.9799764602280793,Accepted
KPCA_CAM,0.9170918464660645,31.193328857421875,5.155292510986328,0.030364797,0.039787408,0.05770254,0.01181717,0.12476249,0.0,0.119738854,0.9992189681044343,Accepted
FEM,0.9987244606018066,70.06564331054688,5.155292510986328,0.074411616,0.089369446,0.13771994,0.031789716,0.26618654,0.0,-0.038166024,0.7141785482282057,Accepted
ShapleyCAM,1.0,167.09085083007812,5.155292510986328,0.16270849,0.21312611,0.28230333,0.06966552,0.60091794,0.00037008524,0.17521468,0.999999204297606,Accepted
FinerCAM,1.0,244.66722106933594,5.155292510986328,0.28860682,0.31207556,0.42963165,0.14957373,0.8492656,0.002885133,0.17618304,0.9999993099155158,Accepted
