Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,118.7417984008789,4.929213523864746,0.1164061,0.1514564,0.22559446,0.040476486,0.49979234,0.0004259944,0.089578524,0.9879009569406895,Accepted
HiResCAM,1.0,128.24061584472656,4.929213523864746,0.15026893,0.16357224,0.24191299,0.06276748,0.49726024,0.0012021065,-0.042466868,0.7650527915384743,Accepted
GradCAMElementWise,0.9987244606018066,98.69258880615234,4.929213523864746,0.11462753,0.1258834,0.1799004,0.05537513,0.3598656,0.0,0.055010255,0.8761940974515785,Accepted
GradCAMPlusPlus,1.0,117.39778137207031,4.929213523864746,0.12976918,0.14974207,0.21496576,0.054127432,0.45452243,0.00048959255,-0.12821859,0.9996808761195544,Accepted
XGradCAM,1.0,130.04547119140625,4.929213523864746,0.14485064,0.1658743,0.23697188,0.06839554,0.48563057,0.0006234199,0.09480359,0.992098483705446,Accepted
AblationCAM,1.0,166.8184356689453,4.929213523864746,0.14780538,0.21277861,0.29192945,0.07391748,0.61412567,0.0015358925,0.061347052,0.9139463514514485,Accepted
ScoreCAM,1.0,160.720947265625,4.929213523864746,0.18983427,0.2050012,0.28486252,0.09465851,0.5521268,0.0005593151,0.05326993,0.8638382879369935,Accepted
EigenCAM,0.9987244606018066,60.0434684753418,4.929213523864746,0.072683915,0.07658606,0.11169303,0.03530758,0.21620695,0.0,-0.15216969,0.9999812177087188,Accepted
EigenGradCAM,1.0,154.3740997314453,4.929213523864746,0.16633976,0.19690576,0.2990955,0.07694974,0.6147135,0.00032818317,0.030322593,0.6034905940685744,Accepted
LayerCAM,0.9987244606018066,98.69258880615234,4.929213523864746,0.11462753,0.1258834,0.1799004,0.05537513,0.3598656,0.0,0.055010255,0.8761940974515785,Accepted
FullGrad,0.9987244606018066,53.64756393432617,4.929213523864746,0.051963314,0.06842801,0.099068895,0.023262974,0.21136951,0.0,0.2018616,0.9999999881523872,Accepted
KPCA_CAM,0.9897959232330322,58.08099365234375,4.929213523864746,0.040312134,0.0740829,0.12995467,0.014158571,0.2905292,0.0,0.19353572,0.9999999529400396,Accepted
FEM,0.9948979616165161,56.93241882324219,4.929213523864746,0.05722665,0.07261788,0.10587142,0.020691812,0.22389099,0.0,-0.0003487505,0.007780045728229434,Rejected
ShapleyCAM,1.0,169.13389587402344,4.929213523864746,0.19905707,0.21573202,0.31350216,0.118876144,0.48938102,0.0018472075,0.05566652,0.8806208043634102,Accepted
FinerCAM,1.0,207.55738830566406,4.929213523864746,0.22097903,0.26474157,0.38107437,0.096336305,0.8027837,0.00077937543,0.09393734,0.9915084177071729,Accepted
