Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,165.67449951171875,5.617677211761475,0.17344846,0.21131952,0.31881166,0.076608896,0.6810721,0.00065618753,0.020925492,0.44148174069496626,Accepted
HiResCAM,1.0,102.62362670898438,5.617677211761475,0.11313265,0.13089749,0.18528354,0.051920995,0.38271096,5.5246055e-05,0.0108666625,0.23871171132108426,Accepted
GradCAMElementWise,1.0,86.13555145263672,5.617677211761475,0.0950762,0.109866776,0.15363169,0.047115754,0.3127218,0.00010139868,-0.019755516,0.41927417697554514,Accepted
GradCAMPlusPlus,1.0,147.06576538085938,5.617677211761475,0.16898587,0.18758388,0.267729,0.098094806,0.5111212,0.000326097,0.0013001207,0.02899244018678493,Rejected
XGradCAM,1.0,115.65702819824219,5.617677211761475,0.13106844,0.14752172,0.19342749,0.07088748,0.37012511,4.6610832e-05,0.12116091,0.9993252118639373,Accepted
AblationCAM,1.0,133.09388732910156,5.617677211761475,0.12927958,0.16976261,0.24258648,0.059696525,0.51454246,0.00029297173,0.05683552,0.888197027134545,Accepted
ScoreCAM,0.9528061151504517,76.85385131835938,5.617677211761475,0.07143455,0.09802787,0.14301202,0.022860322,0.31312868,0.0,0.06308612,0.9224954654693129,Accepted
EigenCAM,1.0,138.66844177246094,5.617677211761475,0.14992616,0.17687301,0.22746259,0.083664574,0.43688154,0.0007518679,-0.05523716,0.8777391141315513,Accepted
EigenGradCAM,1.0,140.22569274902344,5.617677211761475,0.15994953,0.17885931,0.2393344,0.07879847,0.47958663,0.00072160363,0.06195012,0.9169931708250522,Accepted
LayerCAM,1.0,86.13555145263672,5.617677211761475,0.0950762,0.109866776,0.15363169,0.047115754,0.3127218,0.00010139868,-0.019755516,0.41927417697554514,Accepted
FullGrad,1.0,102.35625457763672,5.617677211761475,0.12605259,0.13055643,0.19091591,0.06663847,0.33908027,0.0010907352,-0.041550465,0.7547889251723481,Accepted
KPCA_CAM,0.9681122303009033,38.345970153808594,5.617677211761475,0.03703983,0.048910677,0.07633133,0.011753656,0.1689195,0.0,0.02128069,0.44813964906882287,Accepted
FEM,0.8737244606018066,39.51436233520508,5.617677211761475,0.036475573,0.05040097,0.071709216,0.0062682023,0.16698685,0.0,0.06526818,0.9322311010418732,Accepted
ShapleyCAM,0.9948979616165161,123.53690338134766,5.617677211761475,0.13567212,0.15757257,0.24583863,0.048677724,0.53745705,0.0,-0.05284126,0.860653417984062,Accepted
FinerCAM,1.0,193.74942016601562,5.617677211761475,0.22288594,0.24712937,0.3443942,0.10584463,0.701573,4.5210123e-05,-0.019154403,0.407707883220498,Accepted
