Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,77.62567138671875,10.422587394714355,0.08292985,0.09901234,0.1473377,0.03927691,0.30829465,7.522735e-05,0.16190645,0.9999947923051575,Accepted
HiResCAM,1.0,88.95662689208984,10.422587394714355,0.09472065,0.11346508,0.15131877,0.049823567,0.30305612,0.00021906942,-0.009230068,0.2036190502330708,Accepted
GradCAMElementWise,1.0,87.16202545166016,10.422587394714355,0.084258355,0.111176066,0.1551906,0.039445855,0.32860875,7.8082085e-06,0.00048409216,0.010797779507032201,Rejected
GradCAMPlusPlus,1.0,141.1766357421875,10.422587394714355,0.15562215,0.18007223,0.2487954,0.08330009,0.49594295,1.9073486e-05,0.10777432,0.9974861520715638,Accepted
XGradCAM,1.0,130.58555603027344,10.422587394714355,0.12777413,0.16656321,0.22728859,0.064281456,0.47162575,0.00028049946,0.05431089,0.8713383705351558,Accepted
AblationCAM,1.0,124.92481994628906,10.422587394714355,0.1396234,0.15934289,0.22472984,0.07322132,0.4438266,0.0003170669,0.11970617,0.9992163549291125,Accepted
ScoreCAM,0.980867326259613,165.97474670410156,10.422587394714355,0.16220847,0.21170247,0.35461617,0.038819276,0.7802738,0.0,-0.11089257,0.9981267956828954,Accepted
EigenCAM,1.0,158.87249755859375,10.422587394714355,0.21920973,0.2026435,0.2907801,0.094600335,0.49148032,0.00042003393,-0.056529175,0.8862490169215805,Accepted
EigenGradCAM,1.0,160.88526916503906,10.422587394714355,0.18358804,0.2052108,0.25965744,0.10392594,0.4924579,0.00030512363,0.04892752,0.8288772646174698,Accepted
LayerCAM,1.0,87.16202545166016,10.422587394714355,0.084258355,0.111176066,0.1551906,0.039445855,0.32860875,7.8082085e-06,0.00048409216,0.010797779507032201,Rejected
FullGrad,1.0,89.26264190673828,10.422587394714355,0.10754853,0.113855414,0.15917844,0.058103748,0.30986354,0.00014421344,0.04986268,0.8369218772657094,Accepted
KPCA_CAM,0.9591836929321289,50.41643142700195,10.422587394714355,0.04355558,0.06430667,0.10142097,0.015541129,0.2259148,0.0,0.037711807,0.7084019478074419,Accepted
FEM,0.9872449040412903,95.81123352050781,10.422587394714355,0.10393281,0.12220819,0.17234413,0.046176825,0.3600729,0.0,0.0274426,0.5571031222755882,Accepted
ShapleyCAM,1.0,79.62487030029297,10.422587394714355,0.08954182,0.10156234,0.14721759,0.038931005,0.30360544,0.0005046129,0.031156275,0.6163528658922182,Accepted
FinerCAM,1.0,188.96995544433594,10.422587394714355,0.16183361,0.24103312,0.37660554,0.07161472,0.79823023,5.438924e-07,-0.02197967,0.4611306108578931,Accepted
