Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,99.03303527832031,9.14211654663086,0.09115122,0.12631765,0.19601527,0.034550924,0.43668848,2.887845e-05,0.14423135,0.9999494878384751,Accepted
HiResCAM,1.0,101.15945434570312,9.14211654663086,0.11460535,0.12902993,0.17752223,0.061687928,0.3426854,8.967519e-05,-0.00042122975,0.00939661042545159,Rejected
GradCAMElementWise,1.0,84.73495483398438,9.14211654663086,0.09413947,0.10808029,0.14740542,0.05073983,0.29064345,5.9604645e-08,0.08611578,0.9841294059136774,Accepted
GradCAMPlusPlus,1.0,90.1358642578125,9.14211654663086,0.08703318,0.11496922,0.16134824,0.040360406,0.34225464,0.00011757016,0.056454025,0.8857674410952039,Accepted
XGradCAM,1.0,126.2736587524414,9.14211654663086,0.14151916,0.16106334,0.2308819,0.07000362,0.4686354,0.0005095154,-0.0060064755,0.1333495286329487,Accepted
AblationCAM,1.0,96.28722381591797,9.14211654663086,0.08921241,0.12281533,0.17458141,0.039467983,0.3687173,7.2717667e-06,-0.032275375,0.6332098169493704,Accepted
ScoreCAM,1.0,194.73526000976562,9.14211654663086,0.18789995,0.24838682,0.40041426,0.070724465,0.8142651,0.0015771687,-0.11465313,0.9986990718768489,Accepted
EigenCAM,0.8711734414100647,63.50910186767578,9.14211654663086,0.058007866,0.081006505,0.1362055,0.0060455166,0.32297158,0.0,0.04362269,0.7775610692500429,Accepted
EigenGradCAM,1.0,170.62574768066406,9.14211654663086,0.2090562,0.21763489,0.2964124,0.1069086,0.575586,0.0002424717,0.0015011989,0.03347469896367106,Rejected
LayerCAM,1.0,84.73495483398438,9.14211654663086,0.09413947,0.10808029,0.14740542,0.05073983,0.29064345,5.9604645e-08,0.08611578,0.9841294059136774,Accepted
FullGrad,0.9987244606018066,41.78262710571289,9.14211654663086,0.038850605,0.05329417,0.07751793,0.016639136,0.16756435,0.0,-0.0095017925,0.20947760229024814,Accepted
KPCA_CAM,0.9961734414100647,38.42643356323242,9.14211654663086,0.03498064,0.04901331,0.06998594,0.013171442,0.1548495,0.0,-0.041521687,0.7544607813309585,Accepted
FEM,1.0,112.23468017578125,9.14211654663086,0.122336514,0.14315648,0.19260415,0.0641543,0.38189304,5.9604645e-08,-0.10110394,0.9953981197073571,Accepted
ShapleyCAM,1.0,113.07829284667969,9.14211654663086,0.1256128,0.14423251,0.20684591,0.06515025,0.41399875,0.00045490265,-0.057785317,0.8940692862655522,Accepted
FinerCAM,1.0,149.1954345703125,9.14211654663086,0.14625493,0.19030035,0.2689619,0.07678807,0.55016553,0.0016947687,0.09317731,0.9909585599430291,Accepted
