Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,101.1513671875,9.050166130065918,0.08653015,0.1290196,0.20284699,0.036614142,0.45163986,0.00010159612,0.122518,0.9994139553129677,Accepted
HiResCAM,1.0,109.26541137695312,9.050166130065918,0.11516933,0.13936915,0.18844804,0.0616879,0.37717202,0.00036236644,0.06878887,0.9458077372105902,Accepted
GradCAMElementWise,1.0,102.84352111816406,9.050166130065918,0.10191418,0.13117795,0.18910433,0.054052185,0.38215843,5.9604645e-08,0.062546685,0.9199210260058679,Accepted
GradCAMPlusPlus,1.0,105.26001739501953,9.050166130065918,0.11507636,0.13426022,0.18251988,0.060146887,0.3635456,1.0728836e-06,0.10222414,0.9958327663327116,Accepted
XGradCAM,1.0,116.9941635131836,9.050166130065918,0.12767975,0.14922725,0.20312795,0.06652959,0.40347806,0.000113509595,-0.011451378,0.2511355817747173,Accepted
AblationCAM,1.0,97.35465240478516,9.050166130065918,0.093906924,0.12417685,0.18075345,0.042616084,0.3863236,0.00031588972,-0.043004483,0.7709313946488123,Accepted
ScoreCAM,1.0,186.3243408203125,9.050166130065918,0.13242811,0.23765858,0.39552873,0.0605063,0.8731456,0.00026720762,-0.035860956,0.6840565695224909,Accepted
EigenCAM,0.8839285969734192,65.52815246582031,9.050166130065918,0.059603848,0.08358183,0.13675308,0.010233256,0.32429883,0.0,0.053563584,0.8659871251468135,Accepted
EigenGradCAM,1.0,108.96697998046875,9.050166130065918,0.108984634,0.1389885,0.20112431,0.04836154,0.4273069,1.7881393e-07,0.01759632,0.3772454170509968,Accepted
LayerCAM,1.0,102.84352111816406,9.050166130065918,0.10191418,0.13117795,0.18910433,0.054052185,0.38215843,5.9604645e-08,0.062546685,0.9199210260058679,Accepted
FullGrad,0.9987244606018066,68.39461517333984,9.050166130065918,0.06602329,0.087238036,0.13536133,0.02654495,0.29810682,0.0,0.1131886,0.9984986967262997,Accepted
KPCA_CAM,0.9961734414100647,45.146881103515625,9.050166130065918,0.041372262,0.057585318,0.0841647,0.02114934,0.17694125,0.0,0.015643902,0.3381486820112414,Accepted
FEM,1.0,110.65816497802734,9.050166130065918,0.09136596,0.14114562,0.18264303,0.052926958,0.3764115,9.022653e-05,-0.1909985,0.9999999291943454,Accepted
ShapleyCAM,1.0,133.5702362060547,9.050166130065918,0.13423283,0.17037022,0.25570822,0.07292266,0.5243222,0.0001937449,0.038555104,0.7190655278578184,Accepted
FinerCAM,1.0,155.5441131591797,9.050166130065918,0.15192232,0.19839808,0.285937,0.07449002,0.600286,0.00025057048,0.02856804,0.5755887172545837,Accepted
