Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,171.70480346679688,10.072644233703613,0.19173399,0.21901123,0.2997232,0.10285518,0.59486294,9.857118e-05,0.07616831,0.9670266736452728,Accepted
HiResCAM,1.0,147.8276824951172,10.072644233703613,0.15387376,0.18855573,0.28408167,0.066656366,0.5908797,0.00031346083,0.076399505,0.9675563462889786,Accepted
GradCAMElementWise,0.9987244606018066,91.19684600830078,10.072644233703613,0.088802256,0.11632252,0.17586797,0.037192054,0.37063548,0.0,0.07818627,0.971408573251434,Accepted
GradCAMPlusPlus,1.0,123.3055419921875,10.072644233703613,0.12855992,0.15727748,0.22571617,0.058562852,0.4754246,1.6778708e-05,0.111245945,0.9981890668572118,Accepted
XGradCAM,1.0,144.21774291992188,10.072644233703613,0.15049805,0.1839512,0.2601546,0.0666834,0.543244,0.0002342388,0.13226339,0.9997958251293222,Accepted
AblationCAM,1.0,166.92819213867188,10.072644233703613,0.16838428,0.21291861,0.3062838,0.07342978,0.65071106,0.00014934689,0.12845945,0.9996891381623045,Accepted
ScoreCAM,0.954081654548645,209.08502197265625,10.072644233703613,0.20756431,0.26669005,0.4010127,0.06986671,0.8976944,0.0,0.024555743,0.5076434957083151,Accepted
EigenCAM,1.0,100.1583023071289,10.072644233703613,0.11457837,0.12775293,0.1858572,0.053691003,0.379731,0.00026881695,-0.09534304,0.9924471662247535,Accepted
EigenGradCAM,1.0,139.97439575195312,10.072644233703613,0.11252975,0.17853877,0.25992066,0.038335837,0.5917501,0.00012870319,0.10412334,0.9964854981610071,Accepted
LayerCAM,0.9987244606018066,91.19684600830078,10.072644233703613,0.088802256,0.11632252,0.17586797,0.037192054,0.37063548,0.0,0.07818627,0.971408573251434,Accepted
FullGrad,1.0,99.91792297363281,10.072644233703613,0.09881055,0.12744632,0.17385781,0.059275303,0.3429584,3.156066e-05,0.063504204,0.9244440968192831,Accepted
KPCA_CAM,0.9846938848495483,83.74028015136719,10.072644233703613,0.10982702,0.10681158,0.15211883,0.053289324,0.27682185,0.0,0.0016852394,0.037576093758031726,Rejected
FEM,0.9502550959587097,87.25413513183594,10.072644233703613,0.076008275,0.11129354,0.16382527,0.0153442,0.38344508,0.0,-0.06280681,0.9211709752336582,Accepted
ShapleyCAM,1.0,185.5624542236328,10.072644233703613,0.20675625,0.23668683,0.34898585,0.10068364,0.717575,3.9070845e-05,0.07094021,0.9529289142036108,Accepted
FinerCAM,1.0,144.1569061279297,10.072644233703613,0.17645791,0.18387362,0.2679387,0.085881494,0.53659534,0.000346601,0.021231694,0.44722340409552996,Accepted
