Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,180.38812255859375,5.001430511474609,0.17398542,0.23008688,0.38630164,0.07473839,0.75511086,0.00013296306,0.18006986,0.9999996134336092,Accepted
HiResCAM,1.0,132.59075927734375,5.001430511474609,0.12909907,0.1691209,0.25274515,0.049589325,0.5527324,0.00027547777,0.11500236,0.9987430733676633,Accepted
GradCAMElementWise,1.0,88.443115234375,5.001430511474609,0.08496021,0.1128101,0.16566439,0.033425584,0.3592917,0.0001579225,0.1418592,0.99993277331113,Accepted
GradCAMPlusPlus,1.0,152.158203125,5.001430511474609,0.1568505,0.19407934,0.26104546,0.07925797,0.53325516,0.0007865429,-0.049397744,0.8329584467139772,Accepted
XGradCAM,1.0,244.51065063476562,5.001430511474609,0.30922952,0.31187582,0.43421537,0.17611694,0.8147965,0.0009252131,-0.13409445,0.9998338996020927,Accepted
AblationCAM,1.0,190.58087158203125,5.001430511474609,0.22180158,0.24308787,0.35336733,0.09848114,0.7263121,0.00029283017,-0.04369453,0.7783216792982259,Accepted
ScoreCAM,0.954081654548645,149.03302001953125,5.001430511474609,0.13600841,0.19009314,0.27543187,0.046469133,0.6151147,0.0,0.029122658,0.5845312040160242,Accepted
EigenCAM,0.9987244606018066,60.868587493896484,5.001430511474609,0.072187275,0.0776385,0.1150748,0.037237182,0.1973621,0.0,-0.22720319,0.9999999998772479,Accepted
EigenGradCAM,1.0,120.01844787597656,5.001430511474609,0.073657766,0.15308474,0.22373775,0.018042937,0.52553827,4.1593798e-05,0.105500415,0.9968991257340155,Accepted
LayerCAM,1.0,88.443115234375,5.001430511474609,0.08496021,0.1128101,0.16566439,0.033425584,0.3592917,0.0001579225,0.1418592,0.99993277331113,Accepted
FullGrad,1.0,103.03248596191406,5.001430511474609,0.11719667,0.131419,0.18789119,0.061914794,0.36243522,2.783537e-05,0.20952938,0.9999999968452157,Accepted
KPCA_CAM,0.9132652878761292,17.157583236694336,5.001430511474609,0.014131196,0.021884672,0.03288684,0.005544029,0.071612835,0.0,0.10473111,0.9966738498225682,Accepted
FEM,0.954081654548645,58.44096374511719,5.001430511474609,0.04125078,0.07454205,0.1127126,0.012528338,0.2580858,0.0,0.060183425,0.9078131642698084,Accepted
ShapleyCAM,1.0,202.27325439453125,5.001430511474609,0.17353189,0.2580016,0.39772663,0.091540664,0.8437373,0.00032174587,0.10564154,0.9969388798062417,Accepted
FinerCAM,1.0,208.46664428710938,5.001430511474609,0.21178967,0.26590136,0.41360366,0.082232155,0.80660176,0.00025258958,0.19688185,0.9999999727724113,Accepted
