Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,198.18702697753906,8.965167045593262,0.23998287,0.2527896,0.34028366,0.13927296,0.62604034,0.0010029674,-0.18864463,0.9999998970690127,Accepted
HiResCAM,1.0,120.83200073242188,8.965167045593262,0.12825488,0.15412246,0.22339037,0.06489708,0.46079046,0.0005374402,-0.07641173,0.9675839925964714,Accepted
GradCAMElementWise,0.9987244606018066,85.1937255859375,8.965167045593262,0.09275429,0.10866547,0.15317824,0.04359559,0.3114621,0.0,0.018571816,0.39639752895410063,Accepted
GradCAMPlusPlus,1.0,122.0498046875,8.965167045593262,0.11769526,0.15567577,0.2175134,0.058010995,0.455358,4.8324466e-05,0.031207636,0.6171370641471452,Accepted
XGradCAM,1.0,126.91416931152344,8.965167045593262,0.13800588,0.16188031,0.2209125,0.07183502,0.44352558,7.867813e-06,0.049860094,0.8369007269275872,Accepted
AblationCAM,1.0,229.77203369140625,8.965167045593262,0.27147162,0.29307657,0.42982596,0.15039119,0.8111907,0.0009197444,-0.29941064,1.0,Accepted
ScoreCAM,0.9846938848495483,176.89114379882812,8.965167045593262,0.1834948,0.22562648,0.3213667,0.06192036,0.7082532,0.0,0.060065094,0.9071707142202118,Accepted
EigenCAM,0.9604591727256775,26.872135162353516,8.965167045593262,0.025130779,0.03427568,0.05048839,0.009247851,0.111911215,0.0,0.107904844,0.9975165515625514,Accepted
EigenGradCAM,1.0,101.43000793457031,8.965167045593262,0.09728901,0.12937503,0.16688064,0.051116224,0.33947662,0.00023497641,0.105055645,0.9967706505109846,Accepted
LayerCAM,0.9987244606018066,85.1937255859375,8.965167045593262,0.09275429,0.10866547,0.15317824,0.04359559,0.3114621,0.0,0.018571816,0.39639752895410063,Accepted
FullGrad,0.9987244606018066,71.4110107421875,8.965167045593262,0.08014688,0.09108547,0.12632342,0.040783122,0.2545762,0.0,-0.055883203,0.8820541534518436,Accepted
KPCA_CAM,1.0,80.95404052734375,8.965167045593262,0.0984144,0.10325769,0.15345801,0.045390464,0.30704108,5.9604645e-08,0.13886914,0.9999042232734433,Accepted
FEM,0.9311224222183228,72.0932388305664,8.965167045593262,0.07093607,0.09195566,0.15241005,0.015309019,0.35711306,0.0,-0.040382765,0.7412596424454494,Accepted
ShapleyCAM,1.0,172.86134338378906,8.965167045593262,0.18615752,0.22048643,0.3169152,0.09820669,0.63970435,0.00018039346,0.017665727,0.37861623122189314,Accepted
FinerCAM,1.0,185.22628784179688,8.965167045593262,0.19210604,0.23625802,0.32114708,0.09524131,0.65710783,0.00039842725,-0.04859893,0.8259804214277673,Accepted
