Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,66.55928039550781,9.253329277038574,0.0641779,0.08489705,0.11595372,0.0267612,0.24871704,0.00021155924,0.020056648,0.42502882775739326,Accepted
HiResCAM,1.0,120.69001770019531,9.253329277038574,0.1163702,0.15394136,0.20693302,0.050991453,0.43848982,0.0002192203,0.10566278,0.9969448544312619,Accepted
GradCAMElementWise,1.0,84.46755981445312,9.253329277038574,0.06754412,0.10773923,0.14000662,0.03088443,0.3022195,3.46303e-05,0.10172501,0.9956439128863236,Accepted
GradCAMPlusPlus,1.0,124.47445678710938,9.253329277038574,0.14900152,0.15876845,0.22967705,0.06881617,0.45924345,0.00024668872,0.10369903,0.9963482808321714,Accepted
XGradCAM,1.0,140.11572265625,9.253329277038574,0.15897521,0.17871903,0.2263741,0.08527014,0.43795574,5.1103532e-05,0.13432685,0.9998382233611678,Accepted
AblationCAM,1.0,148.6014404296875,9.253329277038574,0.15159263,0.18954265,0.30385712,0.061386958,0.66727316,0.0009122789,0.09593582,0.992814432454362,Accepted
ScoreCAM,1.0,205.1437225341797,9.253329277038574,0.22561839,0.2616629,0.3898571,0.12766677,0.7819958,0.00028212368,-0.017034128,0.3660897449373248,Accepted
EigenCAM,0.9987244606018066,44.358642578125,9.253329277038574,0.04529925,0.056579895,0.08153811,0.018882386,0.17506817,0.0,0.11354081,0.9985493145083217,Accepted
EigenGradCAM,1.0,178.84088134765625,9.253329277038574,0.19977528,0.22811337,0.3500586,0.090131246,0.6340852,0.00033843517,-0.11531089,0.9987807938354416,Accepted
LayerCAM,1.0,84.46755981445312,9.253329277038574,0.06754412,0.10773923,0.14000662,0.03088443,0.3022195,3.46303e-05,0.10172501,0.9956439128863236,Accepted
FullGrad,1.0,85.82585144042969,9.253329277038574,0.08917211,0.109471746,0.15209603,0.044244602,0.31295162,5.6978315e-05,0.006570868,0.14574434733448705,Accepted
KPCA_CAM,0.8801020383834839,34.11649703979492,9.253329277038574,0.03371805,0.043515936,0.06659832,0.0110345185,0.14725217,0.0,0.14548637,0.9999566562026776,Accepted
FEM,0.9706632494926453,125.75272369384766,9.253329277038574,0.1168442,0.16039887,0.22813106,0.053281784,0.48460218,0.0,-0.037858255,0.7102722944467199,Accepted
ShapleyCAM,1.0,154.91998291015625,9.253329277038574,0.17049341,0.19760202,0.28022963,0.09537007,0.55725205,0.000120699406,0.11306163,0.9984800528118981,Accepted
FinerCAM,1.0,132.26834106445312,9.253329277038574,0.1129915,0.16870962,0.23434708,0.048395704,0.5101881,5.841255e-06,0.07696061,0.9688110686635218,Accepted
