Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,114.39884948730469,1.0199997425079346,0.115786225,0.1459169,0.19713229,0.060269237,0.4021683,0.00019043311,-0.02769283,0.5612522500376806,Accepted
HiResCAM,1.0,95.41383361816406,1.0199997425079346,0.08678108,0.121701315,0.17251983,0.034265563,0.3794734,5.8598816e-05,0.090251006,0.9885336626007172,Accepted
GradCAMElementWise,1.0,96.86654663085938,1.0199997425079346,0.10478428,0.12355427,0.17484343,0.042571507,0.3648738,3.2952055e-05,0.11192986,0.9983041957512166,Accepted
GradCAMPlusPlus,1.0,97.07660675048828,1.0199997425079346,0.10203126,0.12382219,0.17949404,0.048797026,0.3692758,0.0008636415,-0.030696511,0.6092914997383938,Accepted
XGradCAM,1.0,135.33445739746094,1.0199997425079346,0.15083058,0.1726205,0.24460113,0.07165751,0.49576014,8.383393e-05,0.047678553,0.8176745079152701,Accepted
AblationCAM,1.0,132.9085693359375,1.0199997425079346,0.1367737,0.16952623,0.24234362,0.06836486,0.49458376,0.0002503693,-0.025720457,0.5279473397252141,Accepted
ScoreCAM,1.0,184.57093811035156,1.0199997425079346,0.23150389,0.23542212,0.33776456,0.11606425,0.6158265,0.0006337166,0.08313593,0.9800944863956671,Accepted
EigenCAM,1.0,104.05467987060547,1.0199997425079346,0.13523,0.1327228,0.1814968,0.073544994,0.34186155,0.0003222823,-0.07026454,0.9507822257902724,Accepted
EigenGradCAM,1.0,247.5808868408203,1.0199997425079346,0.3050102,0.31579193,0.47812203,0.14223358,0.9792817,0.00062314235,0.033046857,0.6445592815236734,Accepted
LayerCAM,1.0,96.86654663085938,1.0199997425079346,0.10478428,0.12355427,0.17484343,0.042571507,0.3648738,3.2952055e-05,0.11192986,0.9983041957512166,Accepted
FullGrad,1.0,80.34469604492188,1.0199997425079346,0.09348291,0.102480486,0.15168771,0.04307514,0.31441072,0.00078749657,0.05354656,0.8658630853610823,Accepted
KPCA_CAM,1.0,79.90116119384766,1.0199997425079346,0.095687,0.101914756,0.1549666,0.032981694,0.30638286,5.00804e-05,0.222985,0.9999999997268075,Accepted
FEM,0.9477040767669678,109.654296875,1.0199997425079346,0.09572581,0.13986517,0.18741213,0.0417997,0.3974442,0.0,0.056694716,0.8873051388664668,Accepted
ShapleyCAM,0.9974489808082581,146.89772033691406,1.0199997425079346,0.16400489,0.18736956,0.26850665,0.089403614,0.5368786,0.0,-0.021024494,0.44334065674095546,Accepted
FinerCAM,1.0,163.34320068359375,1.0199997425079346,0.19073454,0.20834592,0.30975902,0.06228423,0.6774251,1.8499792e-05,0.15478277,0.9999865874233784,Accepted
