Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,118.42842102050781,1.0199999809265137,0.11950797,0.15105665,0.21858865,0.050263166,0.4664793,0.00021031499,-0.01264021,0.27619347301647545,Accepted
HiResCAM,1.0,80.61663818359375,1.0199999809265137,0.07280856,0.10282735,0.14069003,0.03561818,0.2870283,0.00022072718,0.07043891,0.9513436408486721,Accepted
GradCAMElementWise,1.0,57.25395584106445,1.0199999809265137,0.05460003,0.07302801,0.10111598,0.023550563,0.2137993,0.0008742884,0.116877995,0.9989567892787145,Accepted
GradCAMPlusPlus,1.0,88.13227081298828,1.0199999809265137,0.09402541,0.11241361,0.15453216,0.050190926,0.31103748,7.18832e-05,0.07128112,0.953981551036401,Accepted
XGradCAM,1.0,113.27562713623047,1.0199999809265137,0.110471465,0.14448422,0.2217449,0.051169217,0.4715597,0.00023847818,0.021840017,0.45854647239534296,Accepted
AblationCAM,1.0,99.5918960571289,1.0199999809265137,0.106317565,0.12703049,0.17726684,0.053622305,0.3602447,0.00019739568,-0.07287325,0.958640475024096,Accepted
ScoreCAM,1.0,104.6883544921875,1.0199999809265137,0.09692229,0.13353106,0.19886616,0.033283405,0.44414374,7.751584e-05,0.09907193,0.9945039260809951,Accepted
EigenCAM,0.9987244606018066,106.32592010498047,1.0199999809265137,0.13718149,0.13561979,0.18053636,0.07560677,0.33725476,0.0,0.05648026,0.88593579211706,Accepted
EigenGradCAM,1.0,110.41431427001953,1.0199999809265137,0.11739248,0.1408346,0.197444,0.05205959,0.41080976,0.00062151905,0.06384485,0.9260018975247345,Accepted
LayerCAM,1.0,57.25395584106445,1.0199999809265137,0.05460003,0.07302801,0.10111598,0.023550563,0.2137993,0.0008742884,0.116877995,0.9989567892787145,Accepted
FullGrad,0.9987244606018066,75.04385375976562,1.0199999809265137,0.07531746,0.0957192,0.13725187,0.028298547,0.30043098,0.0,0.0030611753,0.06819680073631329,Accepted
KPCA_CAM,1.0,69.04669189453125,1.0199999809265137,0.08945145,0.08806976,0.12784201,0.041054085,0.2419965,0.0004964471,0.026890934,0.5478782195329861,Accepted
FEM,0.9974489808082581,102.15936279296875,1.0199999809265137,0.12189283,0.1303053,0.18570504,0.0640327,0.36247706,0.0,0.11620055,0.9988838026545112,Accepted
ShapleyCAM,1.0,143.35302734375,1.0199999809265137,0.16127455,0.18284827,0.25380915,0.07849406,0.5114064,1.13248825e-05,0.0034314878,0.0764216748742611,Accepted
FinerCAM,1.0,191.04078674316406,1.0199999809265137,0.22057778,0.24367446,0.3769141,0.09309508,0.798856,3.07858e-05,-0.09785689,0.993897171262063,Accepted
