Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,147.7445526123047,3.000000238418579,0.1535831,0.18844967,0.27511758,0.06310513,0.58941233,0.00046862662,0.0528752,0.8609070117688447,Accepted
HiResCAM,0.9987244606018066,102.29000091552734,3.000000238418579,0.104371905,0.13047194,0.19368374,0.047871023,0.41212383,0.0,0.1856566,0.9999998356145607,Accepted
GradCAMElementWise,1.0,77.16608428955078,3.000000238418579,0.07745258,0.09842612,0.14997452,0.033540785,0.3184906,3.3006072e-05,0.25727457,0.999999999999744,Accepted
GradCAMPlusPlus,1.0,170.37091064453125,3.000000238418579,0.21111715,0.21730983,0.31083405,0.10548606,0.5857347,3.9488077e-05,0.03710354,0.7005430349298756,Accepted
XGradCAM,1.0,99.13192749023438,3.000000238418579,0.09731951,0.12644379,0.17396867,0.044746682,0.36725795,0.0005531758,0.0023666527,0.05275027196916804,Accepted
AblationCAM,1.0,152.81983947753906,3.000000238418579,0.16289881,0.19492328,0.26746714,0.0856245,0.53968394,2.7775764e-05,0.07857898,0.9722003922218496,Accepted
ScoreCAM,0.9107142686843872,128.85462951660156,3.000000238418579,0.09451626,0.1643554,0.26672792,0.027588647,0.6250942,0.0,0.063915744,0.9263230060279867,Accepted
EigenCAM,0.9579081535339355,50.7721061706543,3.000000238418579,0.0528123,0.06476034,0.10301574,0.020081162,0.21769178,0.0,0.19210859,0.9999999407435667,Accepted
EigenGradCAM,1.0,91.44257354736328,3.000000238418579,0.07269877,0.11663595,0.17074855,0.02507162,0.38918343,0.00011778809,0.121063754,0.9993184033738812,Accepted
LayerCAM,1.0,77.16608428955078,3.000000238418579,0.07745258,0.09842612,0.14997452,0.033540785,0.3184906,3.3006072e-05,0.25727457,0.999999999999744,Accepted
FullGrad,1.0,62.31419372558594,3.000000238418579,0.05454327,0.07948239,0.11730796,0.021326667,0.2583899,0.00015592575,0.067547075,0.9413035447417224,Accepted
KPCA_CAM,0.954081654548645,31.024991989135742,3.000000238418579,0.032170072,0.03957269,0.053758115,0.015605517,0.110936955,0.0,0.16226114,0.9999950372515792,Accepted
FEM,0.8839285969734192,49.061851501464844,3.000000238418579,0.05179298,0.062578894,0.09135562,0.011989316,0.2063914,0.0,0.12181239,0.9993692608868653,Accepted
ShapleyCAM,1.0,173.07525634765625,3.000000238418579,0.18958928,0.22075926,0.32395446,0.08271485,0.6448912,7.507205e-05,-0.00977964,0.21545500933088668,Accepted
FinerCAM,1.0,192.05661010742188,3.000000238418579,0.18480754,0.24497017,0.3550285,0.09137538,0.7487937,1.9818544e-06,0.044943396,0.7912622957223998,Accepted
