Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,82.27183532714844,0.9090036153793335,0.07185,0.10493857,0.14691457,0.027782835,0.32517168,0.00010871887,0.0076228697,0.16875259957605304,Accepted
HiResCAM,1.0,104.91903686523438,0.9090036153793335,0.094035596,0.1338253,0.204305,0.035635836,0.4499679,0.00012484193,0.09359747,0.9912662648293138,Accepted
GradCAMElementWise,1.0,77.16027069091797,0.9090036153793335,0.050495982,0.098418705,0.14627591,0.016103968,0.3412076,2.8312206e-07,0.12577783,0.9995847367094786,Accepted
GradCAMPlusPlus,1.0,126.42098999023438,0.9090036153793335,0.12145378,0.16125126,0.2103278,0.06083639,0.4324113,0.00095933676,-0.016988035,0.3651705550517862,Accepted
XGradCAM,1.0,153.68907165527344,0.9090036153793335,0.17762685,0.19603196,0.2751755,0.087838046,0.55273116,0.00045339763,-0.012310952,0.2692819568079936,Accepted
AblationCAM,1.0,91.74219512939453,0.9090036153793335,0.07543215,0.117018096,0.16719434,0.027453948,0.36164808,5.954504e-05,0.03696443,0.6987261562593373,Accepted
ScoreCAM,0.9170918464660645,166.47442626953125,0.9090036153793335,0.16803284,0.21233983,0.3189935,0.057139464,0.7101778,0.0,0.10105388,0.9953777693915682,Accepted
EigenCAM,0.954081654548645,31.7738037109375,0.9090036153793335,0.035064816,0.040527813,0.060657933,0.01179472,0.13309109,0.0,0.0013259787,0.029569050505925176,Rejected
EigenGradCAM,1.0,144.4185791015625,0.9090036153793335,0.16634753,0.18420736,0.29162714,0.07034296,0.6223307,0.00037258863,0.011096353,0.24360013709507589,Accepted
LayerCAM,1.0,77.16027069091797,0.9090036153793335,0.050495982,0.098418705,0.14627591,0.016103968,0.3412076,2.8312206e-07,0.12577783,0.9995847367094786,Accepted
FullGrad,1.0,79.42352294921875,0.9090036153793335,0.06859721,0.10130551,0.13072857,0.03730185,0.26910597,0.000381127,0.113661304,0.9985662745067814,Accepted
KPCA_CAM,0.9591836929321289,54.07318115234375,0.9090036153793335,0.04717341,0.0689709,0.10820489,0.020346224,0.2160767,0.0,0.2670126,0.999999999999971,Accepted
FEM,0.9821428656578064,103.9731674194336,0.9090036153793335,0.11101713,0.13261884,0.17909199,0.054582898,0.36062416,0.0,0.014601426,0.31688090740239194,Accepted
ShapleyCAM,0.9974489808082581,145.6474609375,0.9090036153793335,0.14766657,0.18577482,0.2951884,0.050924987,0.65581036,0.0,0.04638041,0.8054642127239364,Accepted
FinerCAM,1.0,208.63853454589844,0.9090036153793335,0.24039362,0.26612058,0.37849575,0.10219307,0.7852968,4.118681e-05,0.1060268,0.9970451357942185,Accepted
