Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,0.9795918464660645,86.17432403564453,2.700000047683716,0.08800423,0.10991622,0.16972566,0.029141434,0.38016608,0.0,0.025848575,0.5301526916136248,Accepted
HiResCAM,1.0,72.515625,2.700000047683716,0.06365154,0.09249442,0.1358755,0.021456495,0.30626512,5.9604645e-08,0.09955837,0.9947311608130744,Accepted
GradCAMElementWise,0.9987244606018066,78.88264465332031,2.700000047683716,0.07780154,0.100615606,0.15702625,0.03762047,0.331644,0.0,0.016512379,0.3556610706832919,Accepted
GradCAMPlusPlus,0.9987244606018066,115.22853088378906,2.700000047683716,0.12980653,0.14697516,0.21242584,0.05455765,0.442311,0.0,0.04967777,0.8353542131348248,Accepted
XGradCAM,1.0,152.39227294921875,2.700000047683716,0.16069478,0.1943779,0.27118176,0.07951197,0.5485663,5.185604e-05,0.011633724,0.2549978130869147,Accepted
AblationCAM,0.9923469424247742,91.97576904296875,2.700000047683716,0.09228188,0.11731603,0.17726597,0.022541301,0.40831184,0.0,0.02720588,0.5531568313054467,Accepted
ScoreCAM,0.8673469424247742,115.44831848144531,2.700000047683716,0.09059547,0.14725551,0.22500473,0.018568076,0.53281754,0.0,0.10344676,0.9962644351375765,Accepted
EigenCAM,0.954081654548645,70.74495697021484,2.700000047683716,0.06447433,0.09023591,0.14308909,0.021706704,0.32253486,0.0,0.10624285,0.9971032590480011,Accepted
EigenGradCAM,1.0,117.38536834716797,2.700000047683716,0.10791694,0.14972624,0.18009716,0.051894173,0.3711132,0.0001892224,0.043526277,0.7765359860817109,Accepted
LayerCAM,0.9987244606018066,78.88264465332031,2.700000047683716,0.07780154,0.100615606,0.15702625,0.03762047,0.331644,0.0,0.016512379,0.3556610706832919,Accepted
FullGrad,1.0,97.30642700195312,2.700000047683716,0.11635409,0.12411535,0.16571936,0.055489033,0.33073726,0.0002284199,-0.12041047,0.9992709426345416,Accepted
KPCA_CAM,0.9706632494926453,45.14611053466797,2.700000047683716,0.049346052,0.057584323,0.08454815,0.021462372,0.17649609,0.0,0.1850013,0.9999998180244194,Accepted
FEM,0.9757652878761292,79.99060821533203,2.700000047683716,0.07101217,0.10202885,0.13242882,0.026727121,0.2890824,0.0,0.16567266,0.999996894229841,Accepted
ShapleyCAM,0.9795918464660645,150.5219268798828,2.700000047683716,0.13150902,0.19199227,0.29369402,0.04282829,0.6644414,0.0,0.12847367,0.9996896185972013,Accepted
FinerCAM,1.0,153.34840393066406,2.700000047683716,0.13434288,0.19559745,0.2809738,0.052392192,0.61889553,0.00124681,0.026606902,0.5430852349157932,Accepted
