Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,126.29448699951172,0.6467365026473999,0.11744265,0.16108991,0.2369949,0.03902641,0.5266348,0.0001379475,0.19812475,0.9999999778343149,Accepted
HiResCAM,1.0,113.23577880859375,0.6467365026473999,0.102192655,0.1444334,0.2015318,0.0494264,0.42741427,0.00019904971,0.21717699,0.9999999991990564,Accepted
GradCAMElementWise,1.0,97.23631286621094,0.6467365026473999,0.10739124,0.12402592,0.15851986,0.06426409,0.299045,0.00021669341,0.011148743,0.24471244347757293,Accepted
GradCAMPlusPlus,1.0,135.0305633544922,0.6467365026473999,0.16031206,0.17223287,0.22873662,0.092976466,0.42667475,8.1539154e-05,0.027452826,0.5572735585635371,Accepted
XGradCAM,1.0,196.4475860595703,0.6467365026473999,0.22688282,0.2505709,0.35502362,0.10960176,0.7132788,0.00038272142,0.15718642,0.9999902077768339,Accepted
AblationCAM,1.0,198.48184204101562,0.6467365026473999,0.22531082,0.2531656,0.34564638,0.121987164,0.67261785,0.0013252497,0.12378961,0.9994871375848875,Accepted
ScoreCAM,1.0,140.8867950439453,0.6467365026473999,0.1599903,0.17970255,0.25727782,0.07555526,0.51463723,0.0004260838,0.0661266,0.935775182828432,Accepted
EigenCAM,1.0,16.68442153930664,0.6467365026473999,0.017682903,0.02128115,0.025819743,0.008586407,0.05146721,2.682209e-06,0.15135193,0.9999791539829582,Accepted
EigenGradCAM,1.0,78.10314178466797,0.6467365026473999,0.06466815,0.099621356,0.14452547,0.030507809,0.31524956,5.3226948e-05,0.19452879,0.9999999599544103,Accepted
LayerCAM,1.0,97.23631286621094,0.6467365026473999,0.10739124,0.12402592,0.15851986,0.06426409,0.299045,0.00021669341,0.011148743,0.24471244347757293,Accepted
FullGrad,0.9987244606018066,82.60388946533203,0.6467365026473999,0.08390304,0.10536212,0.15977284,0.036295906,0.34338227,0.0,0.29161626,0.9999999999999999,Accepted
KPCA_CAM,0.8163265585899353,9.448850631713867,0.6467365026473999,0.0077844337,0.012052106,0.019647622,0.0011220067,0.047230184,0.0,0.16124286,0.9999943025745438,Accepted
FEM,0.9987244606018066,29.58930778503418,0.6467365026473999,0.036210656,0.03774146,0.05315955,0.017258368,0.1051583,0.0,0.07750024,0.9699786133723638,Accepted
ShapleyCAM,1.0,173.89157104492188,0.6467365026473999,0.14079262,0.22180048,0.3153484,0.07324177,0.676698,0.00029081106,0.20103589,0.9999999863793502,Accepted
FinerCAM,1.0,221.55532836914062,0.6467365026473999,0.25628594,0.2825961,0.4154047,0.13798267,0.81478685,0.0011672378,0.16863334,0.9999979481003075,Accepted
