Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,150.7594451904297,1.4784305095672607,0.15627784,0.19229522,0.27224213,0.072944164,0.5620909,0.00016745925,0.060935512,0.9118160666407353,Accepted
HiResCAM,1.0,146.5241241455078,1.4784305095672607,0.14164776,0.18689302,0.2745708,0.06891025,0.58142066,0.00041764975,0.17711458,0.9999993987169432,Accepted
GradCAMElementWise,0.9987244606018066,81.82032775878906,1.4784305095672607,0.07738918,0.104362674,0.14283428,0.03246315,0.30727458,0.0,0.18123746,0.9999996759924641,Accepted
GradCAMPlusPlus,1.0,147.81690979003906,1.4784305095672607,0.15842916,0.18854196,0.28417528,0.08219036,0.54159904,0.001110591,-0.117267475,0.9989967259890714,Accepted
XGradCAM,1.0,133.681396484375,1.4784305095672607,0.13961393,0.17051199,0.24238381,0.068514556,0.47957158,0.0006888807,0.058268428,0.8969614956627586,Accepted
AblationCAM,1.0,206.96791076660156,1.4784305095672607,0.2470233,0.2639897,0.39024574,0.119468495,0.79234624,3.8184226e-06,-0.16512427,0.9999966490555084,Accepted
ScoreCAM,0.9579081535339355,115.7655258178711,1.4784305095672607,0.100730225,0.14766012,0.21024844,0.033591367,0.47361478,0.0,0.31271297,1.0,Accepted
EigenCAM,1.0,18.871583938598633,1.4784305095672607,0.016619585,0.024070896,0.02970688,0.008942205,0.060794592,4.7773123e-05,0.38530737,1.0,Accepted
EigenGradCAM,1.0,136.30169677734375,1.4784305095672607,0.1424706,0.1738542,0.25497222,0.07722323,0.5082886,8.061528e-05,0.16080478,0.9999939554983286,Accepted
LayerCAM,0.9987244606018066,81.82032775878906,1.4784305095672607,0.07738918,0.104362674,0.14283428,0.03246315,0.30727458,0.0,0.18123746,0.9999996759924641,Accepted
FullGrad,0.9974489808082581,68.1002197265625,1.4784305095672607,0.079938024,0.08686253,0.12926838,0.0421601,0.24726795,0.0,0.026726745,0.5451100813904513,Accepted
KPCA_CAM,0.9158163070678711,17.767641067504883,1.4784305095672607,0.014389375,0.022662805,0.03372091,0.0030940846,0.07869476,0.0,0.10104191,0.9953729121055808,Accepted
FEM,0.9030612111091614,30.728652954101562,1.4784305095672607,0.031193003,0.039194714,0.05163321,0.01028252,0.11305809,0.0,0.256741,0.9999999999997122,Accepted
ShapleyCAM,1.0,235.8085479736328,1.4784305095672607,0.2550003,0.30077618,0.4812312,0.124804854,0.78752196,0.00022028387,0.01059157,0.23284678275445636,Accepted
FinerCAM,1.0,232.16026306152344,1.4784305095672607,0.22718164,0.29612276,0.46066645,0.09558263,0.9999998,0.00039966404,0.15872964,0.9999920185301329,Accepted
