Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,134.34449768066406,3.3781979084014893,0.13002612,0.1713578,0.25203902,0.070249856,0.51859677,0.0011990666,0.004984256,0.11081650976516233,Accepted
HiResCAM,1.0,129.29981994628906,3.3781979084014893,0.12008874,0.16492322,0.23755433,0.042157922,0.5207641,2.6896596e-05,0.13690677,0.9998796405417297,Accepted
GradCAMElementWise,0.9987244606018066,70.26974487304688,3.3781979084014893,0.07421036,0.08962978,0.12366855,0.031712286,0.26105022,0.0,0.16220912,0.9999950020552529,Accepted
GradCAMPlusPlus,1.0,119.79351806640625,3.3781979084014893,0.12029619,0.15279785,0.20370798,0.07393089,0.39759874,0.0006438494,0.21874611,0.9999999993992599,Accepted
XGradCAM,1.0,107.55008697509766,3.3781979084014893,0.10649931,0.13718122,0.19970286,0.045765735,0.42049196,5.9992075e-05,0.06737605,0.9406594154701652,Accepted
AblationCAM,1.0,134.71173095703125,3.3781979084014893,0.13727379,0.17182618,0.2505319,0.061457496,0.5234345,7.3611736e-06,-0.02805236,0.5671748211858685,Accepted
ScoreCAM,0.9961734414100647,176.0338592529297,3.3781979084014893,0.1565124,0.22453296,0.3405754,0.04835851,0.7772616,0.0,0.004759237,0.10584262129298017,Accepted
EigenCAM,1.0,91.43341064453125,3.3781979084014893,0.108860314,0.11662425,0.1671589,0.057612054,0.31790146,0.00029814243,-0.072973415,0.9589196574600316,Accepted
EigenGradCAM,1.0,147.4318389892578,3.3781979084014893,0.10857051,0.18805079,0.271446,0.040025413,0.6139938,7.70092e-05,-0.016911231,0.3636397013805903,Accepted
LayerCAM,0.9987244606018066,70.26974487304688,3.3781979084014893,0.07421036,0.08962978,0.12366855,0.031712286,0.26105022,0.0,0.16220912,0.9999950020552529,Accepted
FullGrad,1.0,91.31144714355469,3.3781979084014893,0.081354484,0.116468675,0.18900792,0.033489935,0.420124,0.00016242266,0.15123919,0.9999788530301074,Accepted
KPCA_CAM,0.9642857313156128,64.16415405273438,3.3781979084014893,0.071936846,0.081842035,0.111465275,0.03423781,0.22661218,0.0,0.11712828,0.9989826131609305,Accepted
FEM,0.9477040767669678,44.30906295776367,3.3781979084014893,0.03897759,0.056516666,0.085042775,0.012712946,0.19321403,0.0,0.13174807,0.999783716741676,Accepted
ShapleyCAM,1.0,172.71286010742188,3.3781979084014893,0.1885585,0.22029701,0.29309386,0.10433145,0.57550025,0.00013053417,0.120396145,0.9992698698686671,Accepted
FinerCAM,1.0,193.4214324951172,3.3781979084014893,0.20363387,0.24671099,0.3550644,0.09938636,0.7352371,1.6838312e-05,-0.010596942,0.23296131179357582,Accepted
