Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,0.9987244606018066,118.6728515625,1.0072062015533447,0.12241755,0.15136844,0.23546542,0.049679503,0.49526447,0.0,0.08903307,0.9873653350785977,Accepted
HiResCAM,1.0,80.31671905517578,1.0072062015533447,0.08272022,0.102444805,0.14130253,0.03816154,0.2875901,0.0002552569,-0.025742536,0.5283272704784476,Accepted
GradCAMElementWise,0.9974489808082581,105.22352600097656,1.0072062015533447,0.11731686,0.13421369,0.20644635,0.05599211,0.43086487,0.0,-0.060724653,0.9107080551659412,Accepted
GradCAMPlusPlus,1.0,77.42972564697266,1.0072062015533447,0.08403281,0.098762415,0.14545338,0.033644773,0.31023288,0.0006145388,0.06552026,0.9332883047473539,Accepted
XGradCAM,1.0,137.53359985351562,1.0072062015533447,0.14636031,0.17542551,0.23662707,0.07174401,0.47216964,0.00021269917,-0.011164896,0.24505692783268196,Accepted
AblationCAM,1.0,90.70014190673828,1.0072062015533447,0.08785926,0.115688965,0.16102463,0.04274586,0.33244175,0.00019869208,0.1655977,0.9999968617485203,Accepted
ScoreCAM,0.9974489808082581,122.59442138671875,1.0072062015533447,0.12104909,0.15637042,0.22373188,0.053679183,0.4737258,0.0,0.0116395205,0.2551188782514181,Accepted
EigenCAM,0.9974489808082581,11.06882381439209,1.0072062015533447,0.011344731,0.014118397,0.021431513,0.005742766,0.041392162,0.0,0.03192774,0.6280233704066472,Accepted
EigenGradCAM,1.0,81.57971954345703,1.0072062015533447,0.08966088,0.10405576,0.14334504,0.039669275,0.2978309,0.00011219084,0.2453283,0.9999999999967146,Accepted
LayerCAM,0.9974489808082581,105.22352600097656,1.0072062015533447,0.11731686,0.13421369,0.20644635,0.05599211,0.43086487,0.0,-0.060724653,0.9107080551659412,Accepted
FullGrad,1.0,83.32667541503906,1.0072062015533447,0.08733882,0.10628402,0.15555704,0.03396345,0.3376632,4.8279762e-05,0.00214261,0.04776395651780774,Rejected
KPCA_CAM,0.9885203838348389,10.25845718383789,1.0072062015533447,0.009703726,0.013084766,0.018758655,0.0034200884,0.041724116,0.0,0.18260309,0.9999997368243037,Accepted
FEM,0.9987244606018066,23.7741756439209,1.0072062015533447,0.027178988,0.030324206,0.042505704,0.01316452,0.08644199,0.0,0.09635638,0.9930651956227511,Accepted
ShapleyCAM,1.0,111.29498291015625,1.0072062015533447,0.13387504,0.14195791,0.20347093,0.054518748,0.41008943,0.00022342894,0.025785983,0.5290743184533302,Accepted
FinerCAM,1.0,249.88539123535156,1.0072062015533447,0.2810359,0.31873134,0.4807668,0.13187343,0.93173623,0.00011143088,0.28704956,0.9999999999999998,Accepted
