Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,108.00301361083984,4.180149078369141,0.096643366,0.13775896,0.1960764,0.031995364,0.43581557,0.00018802285,-0.06147071,0.914578740082615,Accepted
HiResCAM,0.9987244606018066,93.91625213623047,4.180149078369141,0.096234664,0.11979113,0.17469245,0.037229747,0.37787247,0.0,0.0126453545,0.2763008986794646,Accepted
GradCAMElementWise,1.0,79.53424072265625,4.180149078369141,0.08141277,0.10144673,0.13408872,0.04366627,0.26558352,5.9604645e-08,0.008725299,0.1927094128114072,Accepted
GradCAMPlusPlus,1.0,164.016357421875,4.180149078369141,0.19195038,0.20920454,0.30443853,0.08796207,0.6124309,6.681681e-05,-0.17492323,0.9999991695747567,Accepted
XGradCAM,1.0,137.18849182128906,4.180149078369141,0.13115339,0.1749853,0.23639935,0.06625555,0.4884191,0.00080129504,0.31273037,1.0,Accepted
AblationCAM,1.0,144.1249542236328,4.180149078369141,0.14271238,0.18383285,0.2544615,0.069370404,0.53149074,0.000616923,-0.114586465,0.9986905175573607,Accepted
ScoreCAM,1.0,174.61929321289062,4.180149078369141,0.18835278,0.22272871,0.32285702,0.101855285,0.64482576,0.00013801455,-0.06417781,0.9274993723040863,Accepted
EigenCAM,1.0,58.29994201660156,4.180149078369141,0.047777556,0.07436217,0.12577482,0.022768803,0.275792,5.9604645e-08,0.110637054,0.9980805725834825,Accepted
EigenGradCAM,1.0,120.2668685913086,4.180149078369141,0.10308929,0.15340161,0.25462925,0.04244864,0.5693536,0.0002982039,0.19307679,0.999999949311027,Accepted
LayerCAM,1.0,79.53424072265625,4.180149078369141,0.08141277,0.10144673,0.13408872,0.04366627,0.26558352,5.9604645e-08,0.008725299,0.1927094128114072,Accepted
FullGrad,0.9987244606018066,119.60316467285156,4.180149078369141,0.13269764,0.15255506,0.22847319,0.0769005,0.44428787,0.0,-0.06513027,0.9316469670392052,Accepted
KPCA_CAM,1.0,41.70225524902344,4.180149078369141,0.046277568,0.05319165,0.07733085,0.020950569,0.15941155,0.0002510324,-0.10106219,0.9953811667492016,Accepted
FEM,1.0,115.36424255371094,4.180149078369141,0.14428017,0.14714827,0.19578004,0.0793055,0.36815923,5.9604645e-08,0.16891754,0.9999980288851051,Accepted
ShapleyCAM,0.9974489808082581,186.7123565673828,4.180149078369141,0.17545807,0.2381535,0.41284987,0.07428579,0.70986605,0.0,0.26281685,0.9999999999999251,Accepted
FinerCAM,1.0,136.10472106933594,4.180149078369141,0.10046949,0.17360295,0.23855183,0.04396511,0.52697605,0.00070328265,-0.023764849,0.4935963122396122,Accepted
