Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,165.11534118652344,1.234073281288147,0.17524622,0.2106063,0.29251945,0.07570267,0.6070014,0.00029355288,-0.037271075,0.7027207524355527,Accepted
HiResCAM,1.0,117.29202270507812,1.234073281288147,0.11185611,0.1496072,0.21443863,0.04376627,0.46879762,0.00047532097,0.11639939,0.9989056989595235,Accepted
GradCAMElementWise,1.0,55.11624526977539,1.234073281288147,0.041282073,0.07030133,0.09655345,0.016973497,0.21569037,4.2915344e-05,0.14371108,0.9999461992331276,Accepted
GradCAMPlusPlus,1.0,151.07879638671875,1.234073281288147,0.18078554,0.19270255,0.28112975,0.09923995,0.5439912,0.00045391917,0.17052442,0.999998431301952,Accepted
XGradCAM,1.0,200.5249481201172,1.234073281288147,0.23242351,0.2557716,0.38281748,0.12249674,0.7707305,0.0011774898,-0.024800431,0.5119479831223376,Accepted
AblationCAM,1.0,165.5598907470703,1.234073281288147,0.14337751,0.21117331,0.32529902,0.061284482,0.71702343,9.8891556e-05,-0.08873905,0.98706790148965,Accepted
ScoreCAM,0.8431122303009033,105.98772430419922,1.234073281288147,0.08207505,0.13518842,0.19460294,0.013378792,0.46336803,0.0,0.09593448,0.9928136380553985,Accepted
EigenCAM,0.980867326259613,63.71148681640625,1.234073281288147,0.04136025,0.08126465,0.10020141,0.012786718,0.22990575,0.0,0.51632947,1.0,Accepted
EigenGradCAM,0.9987244606018066,71.67173767089844,1.234073281288147,0.058369797,0.091418035,0.1167784,0.036455452,0.23626393,0.0,0.41688257,1.0,Accepted
LayerCAM,1.0,55.11624526977539,1.234073281288147,0.041282073,0.07030133,0.09655345,0.016973497,0.21569037,4.2915344e-05,0.14371108,0.9999461992331276,Accepted
FullGrad,0.9987244606018066,69.60151672363281,1.234073281288147,0.06209618,0.08877745,0.13558522,0.020855635,0.30759186,0.0,0.13558348,0.9998598355356905,Accepted
KPCA_CAM,1.0,101.74327087402344,1.234073281288147,0.13625869,0.12977459,0.16744396,0.0740189,0.30590975,9.730458e-06,-0.14047596,0.9999207435580435,Accepted
FEM,0.7423469424247742,22.254955291748047,1.234073281288147,0.012757212,0.02838642,0.040764377,0.0,0.10187803,0.0,0.20280123,0.99999998989811,Accepted
ShapleyCAM,1.0,188.7624053955078,1.234073281288147,0.18110546,0.24076836,0.39395356,0.084167495,0.76418644,0.0007838905,-0.14566293,0.9999575836956073,Accepted
FinerCAM,1.0,213.92025756835938,1.234073281288147,0.25243342,0.27285746,0.39949217,0.11686587,0.8020283,0.0009172261,-0.044320337,0.7848761626348356,Accepted
