Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,0.9795918464660645,56.496952056884766,2.611443042755127,0.0401816,0.07206244,0.1042804,0.015510693,0.23534128,0.0,-0.08641089,0.984486845460692,Accepted
HiResCAM,1.0,53.68266296386719,2.611443042755127,0.040212356,0.06847277,0.09274454,0.017288014,0.20483246,0.00029999018,0.24282765,0.9999999999944884,Accepted
GradCAMElementWise,0.9987244606018066,52.28144836425781,2.611443042755127,0.039478585,0.06668553,0.08240716,0.018129554,0.1776501,0.0,0.30012813,1.0,Accepted
GradCAMPlusPlus,1.0,121.64872741699219,2.611443042755127,0.13407229,0.15516417,0.20632519,0.05743915,0.42677993,0.0001899004,0.14646265,0.9999615548456837,Accepted
XGradCAM,0.9974489808082581,48.901763916015625,2.611443042755127,0.05350981,0.0623747,0.09087475,0.024580404,0.18145213,0.0,0.057859287,0.8945165533179231,Accepted
AblationCAM,0.9897959232330322,123.6738052368164,2.611443042755127,0.11887863,0.15774721,0.23447342,0.043334078,0.5122323,0.0,-0.0718248,0.9556198410823185,Accepted
ScoreCAM,0.8903061151504517,93.16858673095703,2.611443042755127,0.091389045,0.11883749,0.17516077,0.03190818,0.3751616,0.0,0.26666856,0.9999999999999687,Accepted
EigenCAM,1.0,33.83632278442383,2.611443042755127,0.032419454,0.043158576,0.06270003,0.017689314,0.12990013,5.275011e-05,0.19514889,0.9999999638090842,Accepted
EigenGradCAM,1.0,60.08918762207031,2.611443042755127,0.05849327,0.07664437,0.10366855,0.024021806,0.22049516,0.00014227629,0.057680458,0.8934336333357284,Accepted
LayerCAM,0.9987244606018066,52.28144836425781,2.611443042755127,0.039478585,0.06668553,0.08240716,0.018129554,0.1776501,0.0,0.30012813,1.0,Accepted
FullGrad,0.9987244606018066,77.26720428466797,2.611443042755127,0.0871948,0.09855511,0.13595322,0.042540237,0.274113,0.0,0.24346821,0.9999999999951699,Accepted
KPCA_CAM,0.9234693646430969,30.510679244995117,2.611443042755127,0.02790437,0.03891668,0.05974172,0.009204736,0.13407399,0.0,0.08904359,0.9873758322222681,Accepted
FEM,0.891581654548645,86.7066421508789,2.611443042755127,0.0577527,0.110595204,0.18907277,0.01775819,0.43039423,0.0,0.11819214,0.9990859578817995,Accepted
ShapleyCAM,0.9591836929321289,49.8805046081543,2.611443042755127,0.039842717,0.0636231,0.08998798,0.012049094,0.20673938,0.0,-0.0923825,0.9903498828290572,Accepted
FinerCAM,0.9987244606018066,169.95816040039062,2.611443042755127,0.15303665,0.21678334,0.31032377,0.05596874,0.6878582,0.0,0.08019842,0.9752697476775825,Accepted
