Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,98.47351837158203,0.38892847299575806,0.08866787,0.12560397,0.18822852,0.040699765,0.38960582,0.0004484728,0.0066288933,0.14701745705152391,Accepted
HiResCAM,1.0,129.40704345703125,0.38892847299575806,0.12866916,0.16506003,0.22225803,0.06753988,0.45232928,0.00010102987,0.06697843,0.939139796480553,Accepted
GradCAMElementWise,0.9987244606018066,87.9971923828125,0.38892847299575806,0.09442997,0.11224132,0.157605,0.040798794,0.33271754,0.0,0.027259741,0.5540567310661506,Accepted
GradCAMPlusPlus,1.0,121.18030548095703,0.38892847299575806,0.120759815,0.15456672,0.23876774,0.05309242,0.5167662,0.00037187338,0.21131277,0.999999997697883,Accepted
XGradCAM,1.0,158.18026733398438,0.38892847299575806,0.16027126,0.20176055,0.29328912,0.088639826,0.5917685,0.00049838424,0.018606769,0.3970783650199756,Accepted
AblationCAM,1.0,105.68743133544922,0.38892847299575806,0.09378089,0.1348054,0.19559568,0.038784895,0.4256884,0.00020068884,0.04867674,0.8266698257175862,Accepted
ScoreCAM,0.9936224222183228,161.41139221191406,0.38892847299575806,0.17141807,0.20588186,0.3163453,0.07369548,0.67379415,0.0,0.028947318,0.5817162040078833,Accepted
EigenCAM,0.9987244606018066,16.751127243041992,0.38892847299575806,0.019313212,0.021366233,0.028956354,0.008752044,0.058631957,0.0,0.27939743,0.9999999999999984,Accepted
EigenGradCAM,1.0,63.26348114013672,0.38892847299575806,0.042198002,0.08069322,0.10904896,0.01682293,0.24497084,9.443611e-06,0.3234494,1.0,Accepted
LayerCAM,0.9987244606018066,87.9971923828125,0.38892847299575806,0.09442997,0.11224132,0.157605,0.040798794,0.33271754,0.0,0.027259741,0.5540567310661506,Accepted
FullGrad,0.9987244606018066,59.05818557739258,0.38892847299575806,0.06008829,0.075329326,0.1087399,0.026664337,0.22888984,0.0,0.28093442,0.9999999999999989,Accepted
KPCA_CAM,0.9783163070678711,17.185997009277344,0.38892847299575806,0.015362099,0.021920914,0.0352536,0.005640425,0.078755796,0.0,0.33992982,1.0,Accepted
FEM,0.9706632494926453,35.30901336669922,0.38892847299575806,0.035811495,0.045037005,0.07367137,0.011775151,0.16167533,0.0,0.13661575,0.9998755255139741,Accepted
ShapleyCAM,0.9897959232330322,131.74525451660156,0.38892847299575806,0.15699036,0.16804239,0.24535328,0.0766155,0.46566868,0.0,0.031121925,0.6158283074231519,Accepted
FinerCAM,1.0,183.6749267578125,0.38892847299575806,0.18381295,0.23427926,0.3253302,0.08965552,0.6763626,0.00035600364,0.09376364,0.9913853832808041,Accepted
