Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,95.49969482421875,5.882959365844727,0.09298045,0.12181082,0.18814866,0.041161366,0.40850675,0.00021751225,0.06755984,0.9413513408366541,Accepted
HiResCAM,1.0,77.00743103027344,5.882959365844727,0.0747893,0.09822376,0.14387867,0.03256315,0.30933473,5.30184e-05,0.13229571,0.999796562603226,Accepted
GradCAMElementWise,1.0,83.01777648925781,5.882959365844727,0.077702075,0.10589003,0.1581729,0.03832227,0.33474025,6.574392e-05,0.12312958,0.9994502868965187,Accepted
GradCAMPlusPlus,1.0,141.40538024902344,5.882959365844727,0.13562977,0.18036403,0.25848946,0.057923436,0.55842936,0.0005784333,0.057360094,0.8914710564703286,Accepted
XGradCAM,1.0,223.2154541015625,5.882959365844727,0.27893442,0.28471354,0.40397108,0.1175037,0.8234746,0.002162993,-0.04064893,0.7443881758458895,Accepted
AblationCAM,1.0,112.92811584472656,5.882959365844727,0.117978,0.14404097,0.2020772,0.05735469,0.41740564,7.18832e-05,0.011558065,0.2533956311619461,Accepted
ScoreCAM,1.0,138.62208557128906,5.882959365844727,0.1392841,0.17681387,0.24298564,0.06926311,0.5009026,0.0010230839,0.039195597,0.7269847627929089,Accepted
EigenCAM,1.0,94.40190124511719,5.882959365844727,0.10911908,0.12041059,0.18061304,0.056331094,0.332093,0.00016722083,-0.078570604,0.9721837637743126,Accepted
EigenGradCAM,1.0,189.7285919189453,5.882959365844727,0.20140535,0.24200073,0.3707254,0.09872814,0.7498644,4.2958185e-05,-0.035706863,0.6819706799904967,Accepted
LayerCAM,1.0,83.01777648925781,5.882959365844727,0.077702075,0.10589003,0.1581729,0.03832227,0.33474025,6.574392e-05,0.12312958,0.9994502868965187,Accepted
FullGrad,1.0,91.58448791503906,5.882959365844727,0.09792656,0.116816945,0.16636099,0.047939956,0.34334168,1.1265278e-05,-0.06278333,0.9210587791904276,Accepted
KPCA_CAM,0.954081654548645,52.30870819091797,5.882959365844727,0.058923043,0.0667203,0.10393372,0.022990704,0.20876062,0.0,0.08054797,0.9758923360178023,Accepted
FEM,1.0,125.15194702148438,5.882959365844727,0.14999484,0.15963258,0.22070588,0.076481864,0.43272698,0.00032317638,0.038437262,0.7175907772578701,Accepted
ShapleyCAM,0.9987244606018066,176.43777465820312,5.882959365844727,0.1968333,0.22504818,0.3715493,0.060856756,0.6142448,0.0,0.07799408,0.9710140627222121,Accepted
FinerCAM,1.0,159.2511444091797,5.882959365844727,0.14055088,0.20312646,0.29629758,0.04705074,0.67013884,0.00013188645,0.09517206,0.9923381868228267,Accepted
