Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,121.08361053466797,11.747838020324707,0.11839476,0.15444338,0.22594863,0.06699017,0.4530514,0.0012505054,0.23307475,0.9999999999607505,Accepted
HiResCAM,1.0,106.03844451904297,11.747838020324707,0.11475031,0.13525313,0.17968422,0.06733544,0.34159392,0.0014753342,-0.022809718,0.4763549487200097,Accepted
GradCAMElementWise,1.0,88.67868041992188,11.747838020324707,0.07743092,0.113110565,0.17208628,0.034197405,0.37781367,4.902482e-05,0.16434278,0.999996267400267,Accepted
GradCAMPlusPlus,1.0,105.19943237304688,11.747838020324707,0.1101539,0.13418296,0.19463202,0.04697244,0.41493616,0.00012639165,0.13986045,0.9999147604396523,Accepted
XGradCAM,1.0,141.19363403320312,11.747838020324707,0.14438686,0.18009391,0.25721467,0.07034982,0.53602004,0.00022250414,0.18866093,0.9999998973341804,Accepted
AblationCAM,1.0,159.2423095703125,11.747838020324707,0.16779736,0.2031152,0.28713772,0.10922019,0.5456111,0.00218115,0.053929146,0.8686253588017976,Accepted
ScoreCAM,1.0,166.479248046875,11.747838020324707,0.20328352,0.21234597,0.30273044,0.08121438,0.63475895,1.3574958e-05,0.08843448,0.9867533574833767,Accepted
EigenCAM,0.891581654548645,44.9633903503418,11.747838020324707,0.03537173,0.057351258,0.09224282,0.0073341313,0.21869266,0.0,0.2986989,1.0,Accepted
EigenGradCAM,1.0,87.97662353515625,11.747838020324707,0.10041222,0.11221508,0.15279397,0.054544028,0.30000022,0.0005198121,-0.03714563,0.7010911733128691,Accepted
LayerCAM,1.0,88.67868041992188,11.747838020324707,0.07743092,0.113110565,0.17208628,0.034197405,0.37781367,4.902482e-05,0.16434278,0.999996267400267,Accepted
FullGrad,1.0,120.74505615234375,11.747838020324707,0.1400006,0.15401155,0.21818955,0.061916493,0.45027745,0.00025516748,0.11361441,0.9985597035396758,Accepted
KPCA_CAM,0.9336734414100647,27.436351776123047,11.747838020324707,0.027172238,0.034995347,0.056481034,0.008858241,0.12376185,0.0,0.08463287,0.982221200212609,Accepted
FEM,0.9987244606018066,59.25040054321289,11.747838020324707,0.05051486,0.07557449,0.08782784,0.0256432,0.18083976,0.0,-0.074303985,0.9624807030528444,Accepted
ShapleyCAM,1.0,141.0673370361328,11.747838020324707,0.16556063,0.1799328,0.26304978,0.08252224,0.4967675,0.00046414137,-0.1099509,0.9979511966241018,Accepted
FinerCAM,1.0,164.69345092773438,11.747838020324707,0.1874671,0.21006818,0.30811238,0.08252054,0.64114827,0.0003649667,0.12961264,0.9997260077139577,Accepted
