Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,248.31307983398438,10.005877494812012,0.31016928,0.31672588,0.44019693,0.19098356,0.72145796,0.0012590885,-0.46940646,1.0,Accepted
HiResCAM,1.0,117.38526916503906,10.005877494812012,0.11710385,0.14972611,0.20964654,0.05733912,0.43760997,0.0002887249,0.04812307,0.8217224428473644,Accepted
GradCAMElementWise,0.9987244606018066,82.79314422607422,10.005877494812012,0.077247724,0.105603494,0.15299295,0.035534024,0.32300103,0.0,0.11375573,0.9985794330379547,Accepted
GradCAMPlusPlus,1.0,134.18373107910156,10.005877494812012,0.13690029,0.17115274,0.26724452,0.058208447,0.578397,0.00022818148,0.017718613,0.3796587735892064,Accepted
XGradCAM,1.0,147.49398803710938,10.005877494812012,0.16985728,0.18813008,0.2516695,0.07954468,0.50951564,0.00015842915,0.11723071,0.9989930100747891,Accepted
AblationCAM,1.0,228.22900390625,10.005877494812012,0.27096325,0.29110843,0.41165525,0.16091147,0.7826077,2.9161572e-05,-0.507319,1.0,Accepted
ScoreCAM,0.9604591727256775,142.53536987304688,10.005877494812012,0.13727473,0.18180531,0.25129607,0.051930994,0.5501246,0.0,0.1918814,0.9999999385387848,Accepted
EigenCAM,0.9770408272743225,17.6817569732666,10.005877494812012,0.015464827,0.022553261,0.028547324,0.0063214675,0.061503258,0.0,0.1400501,0.9999166477619635,Accepted
EigenGradCAM,1.0,105.3624038696289,10.005877494812012,0.076903984,0.13439083,0.17176835,0.035015278,0.37608713,1.4910474e-05,0.2955807,1.0,Accepted
LayerCAM,0.9987244606018066,82.79314422607422,10.005877494812012,0.077247724,0.105603494,0.15299295,0.035534024,0.32300103,0.0,0.11375573,0.9985794330379547,Accepted
FullGrad,1.0,96.26487731933594,10.005877494812012,0.09930068,0.12278684,0.17984805,0.055018388,0.36123347,0.0002464354,0.058011,0.8954287390695663,Accepted
KPCA_CAM,0.9770408272743225,27.192642211914062,10.005877494812012,0.0259627,0.034684494,0.050107613,0.011839241,0.10490489,0.0,0.15735641,0.9999904249442619,Accepted
FEM,0.9349489808082581,56.44704055786133,10.005877494812012,0.050676245,0.071998775,0.10145699,0.01774238,0.22624968,0.0,-0.025453497,0.5233337662999615,Accepted
ShapleyCAM,1.0,211.4970245361328,10.005877494812012,0.24820203,0.2697666,0.36683413,0.13240604,0.7070484,0.002292037,-0.1113638,0.9982093913617968,Accepted
FinerCAM,1.0,263.5419921875,10.005877494812012,0.31876576,0.3361505,0.46215886,0.19073492,0.83843946,0.0043088496,-0.34457952,1.0,Accepted
