Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,181.43392944335938,70.08235168457031,0.19688731,0.23142083,0.3263282,0.09861541,0.6641867,2.8148293e-05,0.09406954,0.991600865835295,Accepted
HiResCAM,1.0,164.94097900390625,70.08235168457031,0.18735695,0.2103839,0.3067271,0.09353233,0.6037995,6.958842e-05,-0.04639372,0.8055927668088031,Accepted
GradCAMElementWise,1.0,127.9573745727539,70.08235168457031,0.14349222,0.16321094,0.22791967,0.072173506,0.45448726,4.607439e-05,-0.09005813,0.9883552524917908,Accepted
GradCAMPlusPlus,1.0,189.76651000976562,70.08235168457031,0.22608927,0.24204911,0.36733183,0.10850126,0.670767,0.00056687,0.044837475,0.7901859399807886,Accepted
XGradCAM,1.0,159.1368865966797,70.08235168457031,0.18062596,0.20298074,0.2821682,0.08885069,0.5613333,5.376339e-05,-0.16010623,0.9999933599524549,Accepted
AblationCAM,1.0,160.88609313964844,70.08235168457031,0.13940977,0.20521185,0.2797717,0.059353173,0.602929,3.823638e-05,0.18534558,0.9999998274808025,Accepted
ScoreCAM,1.0,155.9342498779297,70.08235168457031,0.16757475,0.19889572,0.2864869,0.07566342,0.6017746,0.00020238757,-0.03907477,0.7255032087892759,Accepted
EigenCAM,1.0,133.33261108398438,70.08235168457031,0.13931167,0.1700671,0.256661,0.06502029,0.54302573,4.8210844e-05,0.3255468,1.0,Accepted
EigenGradCAM,1.0,253.96786499023438,70.08235168457031,0.29289258,0.3239386,0.49986038,0.13859475,0.96680623,0.00012892485,0.10196695,0.9957364217738238,Accepted
LayerCAM,1.0,127.9573745727539,70.08235168457031,0.14349222,0.16321094,0.22791967,0.072173506,0.45448726,4.607439e-05,-0.09005813,0.9883552524917908,Accepted
FullGrad,1.0,157.9088592529297,70.08235168457031,0.1960889,0.20141438,0.2818218,0.101967975,0.5489613,0.00018292665,0.011603821,0.2543646408306717,Accepted
KPCA_CAM,0.956632673740387,92.71363830566406,70.08235168457031,0.09835356,0.11825718,0.18424168,0.04302288,0.39158335,0.0,0.18878746,0.9999998993655512,Accepted
FEM,0.9987244606018066,130.2362823486328,70.08235168457031,0.14094985,0.16611773,0.23698094,0.07039365,0.48623225,0.0,0.19770733,0.999999976245283,Accepted
ShapleyCAM,1.0,281.11907958984375,70.08235168457031,0.2801656,0.35857025,0.5577374,0.14497492,0.998275,0.0004992485,0.08165206,0.9777707792882343,Accepted
FinerCAM,1.0,120.5102767944336,70.08235168457031,0.12383112,0.1537121,0.22660574,0.056024585,0.48083943,0.00019904971,0.1624319,0.999995151269912,Accepted
