Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,175.35671997070312,41.370975494384766,0.18144643,0.22366929,0.3165345,0.09616845,0.6418117,0.00014854968,-0.16433755,0.9999962647035338,Accepted
HiResCAM,1.0,145.70887756347656,41.370975494384766,0.16404396,0.18585315,0.26070493,0.07418966,0.5252056,4.0322542e-05,-0.066036105,0.935408980966259,Accepted
GradCAMElementWise,1.0,91.90621185302734,41.370975494384766,0.09547466,0.11722732,0.1635768,0.041115366,0.34400696,0.0001232326,0.00417831,0.09298608344781578,Accepted
GradCAMPlusPlus,1.0,171.5307159423828,41.370975494384766,0.20219588,0.21878916,0.32807216,0.08905324,0.62541795,0.001192987,0.09364123,0.9912978526125469,Accepted
XGradCAM,1.0,112.49119567871094,41.370975494384766,0.10561524,0.14348367,0.2077255,0.05148022,0.44178754,7.6413155e-05,0.12942968,0.9997204443483206,Accepted
AblationCAM,1.0,177.906494140625,41.370975494384766,0.18057072,0.22692154,0.32164863,0.09747281,0.65503305,3.8951635e-05,-0.16436356,0.9999962781074839,Accepted
ScoreCAM,1.0,129.57876586914062,41.370975494384766,0.117672324,0.16527903,0.2543438,0.03824,0.57282054,6.66976e-05,-0.00052642636,0.011741622560502152,Rejected
EigenCAM,1.0,166.9298553466797,41.370975494384766,0.17372191,0.21292074,0.31162894,0.0931084,0.63055646,0.0012260973,0.19548395,0.999999965739269,Accepted
EigenGradCAM,1.0,163.70730590820312,41.370975494384766,0.1758697,0.20881034,0.261059,0.114501156,0.4808654,0.0009045191,0.27179492,0.9999999999999903,Accepted
LayerCAM,1.0,91.90621185302734,41.370975494384766,0.09547466,0.11722732,0.1635768,0.041115366,0.34400696,0.0001232326,0.00417831,0.09298608344781578,Accepted
FullGrad,0.9987244606018066,89.42887115478516,41.370975494384766,0.094784684,0.114067435,0.16949984,0.051290162,0.3434255,0.0,0.062273882,0.9185925557601413,Accepted
KPCA_CAM,0.9744898080825806,76.20126342773438,41.370975494384766,0.08390757,0.09719549,0.14853153,0.030405685,0.31269604,0.0,0.20727068,0.9999999953166173,Accepted
FEM,1.0,94.03594970703125,41.370975494384766,0.08924784,0.11994381,0.18488383,0.035909966,0.40706038,9.0068206e-05,0.15429716,0.999985715256629,Accepted
ShapleyCAM,1.0,314.3494873046875,41.370975494384766,0.38651532,0.40095598,0.5775086,0.19725186,0.9288373,0.00042194128,0.24862935,0.9999999999983551,Accepted
FinerCAM,1.0,144.26332092285156,41.370975494384766,0.14912677,0.18400936,0.24018483,0.07490339,0.4876703,0.00066035986,-0.017463472,0.3746155554285503,Accepted
