Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,162.55715942382812,6.26666259765625,0.17259735,0.20734331,0.2991346,0.06537007,0.64876175,0.00022690836,0.21028791,0.9999999972399712,Accepted
HiResCAM,1.0,145.1164093017578,6.26666259765625,0.14406101,0.18509746,0.27971378,0.057385728,0.5966441,0.00036032498,0.16493005,0.9999965578711344,Accepted
GradCAMElementWise,1.0,71.72886657714844,6.26666259765625,0.07336301,0.0914909,0.13085604,0.03167606,0.2792501,1.0460615e-05,0.13446444,0.9998407355551064,Accepted
GradCAMPlusPlus,1.0,149.39520263671875,6.26666259765625,0.17399108,0.19055508,0.2721591,0.08463922,0.5510585,2.6732683e-05,-0.07533439,0.9650550722524123,Accepted
XGradCAM,1.0,117.93321228027344,6.26666259765625,0.11031522,0.150425,0.22588211,0.044120394,0.4936194,0.00016655028,0.16642986,0.9999972047070442,Accepted
AblationCAM,1.0,168.38592529296875,6.26666259765625,0.17911911,0.21477796,0.32347357,0.07446481,0.6772071,0.0007997155,0.11018945,0.9979970514964571,Accepted
ScoreCAM,0.9477040767669678,127.785888671875,6.26666259765625,0.114721455,0.16299221,0.23677331,0.03979212,0.53076476,0.0,0.16586678,0.9999969768113363,Accepted
EigenCAM,1.0,38.78421401977539,6.26666259765625,0.04699885,0.049469657,0.07079519,0.027488358,0.12493765,0.00023305416,0.06130107,0.913710837356311,Accepted
EigenGradCAM,1.0,85.69871520996094,6.26666259765625,0.07888124,0.109309584,0.15164849,0.037290704,0.321755,1.4647841e-05,0.22056696,0.9999999995709279,Accepted
LayerCAM,1.0,71.72886657714844,6.26666259765625,0.07336301,0.0914909,0.13085604,0.03167606,0.2792501,1.0460615e-05,0.13446444,0.9998407355551064,Accepted
FullGrad,0.9987244606018066,73.48822021484375,6.26666259765625,0.08717857,0.09373497,0.12483905,0.053521626,0.2315633,0.0,0.16341716,0.9999957614903422,Accepted
KPCA_CAM,0.9196428656578064,20.992204666137695,6.26666259765625,0.016856704,0.026775768,0.034968775,0.0055942275,0.078962654,0.0,0.28043744,0.9999999999999988,Accepted
FEM,0.9336734414100647,35.373172760009766,6.26666259765625,0.033969916,0.045118846,0.062092893,0.010654613,0.13812362,0.0,0.044042185,0.781980889445814,Accepted
ShapleyCAM,1.0,242.7462921142578,6.26666259765625,0.2493658,0.3096254,0.5036961,0.13772616,0.82303953,0.00041931868,0.09364973,0.9913039352542824,Accepted
FinerCAM,1.0,217.3839874267578,6.26666259765625,0.20429467,0.2772755,0.4218377,0.08517039,0.9200453,0.00055013597,0.22035225,0.999999999553492,Accepted
