Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,192.56256103515625,256.92779541015625,0.212529,0.24561556,0.3579158,0.10383493,0.7370645,0.00093768537,0.16037698,0.9999935972162526,Accepted
HiResCAM,1.0,185.9392852783203,256.92779541015625,0.1881334,0.23716746,0.36039218,0.09355178,0.7602529,4.6104193e-05,0.012901377,0.28166023210468694,Accepted
GradCAMElementWise,1.0,203.97930908203125,256.92779541015625,0.23702708,0.2601777,0.37382108,0.13689983,0.69972897,0.00055766106,0.07579967,0.9661672054691152,Accepted
GradCAMPlusPlus,1.0,128.0851287841797,256.92779541015625,0.137918,0.16337389,0.2259075,0.06804012,0.46246243,0.00043955445,0.19575289,0.9999999672164241,Accepted
XGradCAM,1.0,145.527587890625,256.92779541015625,0.1601257,0.18562192,0.28133136,0.068920806,0.57671696,6.902218e-05,0.018254027,0.3901868400493764,Accepted
AblationCAM,1.0,207.15660095214844,256.92779541015625,0.2433851,0.26423037,0.3765403,0.11563451,0.7612314,0.0013536811,0.17287338,0.9999988808424631,Accepted
ScoreCAM,1.0,163.77572631835938,256.92779541015625,0.16390556,0.2088976,0.30884466,0.06750956,0.670478,6.407499e-05,-0.025448397,0.5232470270265797,Accepted
EigenCAM,0.9885203838348389,112.37226104736328,256.92779541015625,0.12105352,0.14333196,0.20371878,0.056426335,0.4227851,0.0,0.22805263,0.9999999998957153,Accepted
EigenGradCAM,1.0,142.68238830566406,256.92779541015625,0.14048076,0.18199284,0.25909624,0.067882225,0.544931,0.0006210031,-0.1063751,0.9971382972619932,Accepted
LayerCAM,1.0,203.97930908203125,256.92779541015625,0.23702708,0.2601777,0.37382108,0.13689983,0.69972897,0.00055766106,0.07579967,0.9661672054691152,Accepted
FullGrad,1.0,71.89688110351562,256.92779541015625,0.07212278,0.0917052,0.13064975,0.033422098,0.27564818,0.0002580285,0.06411584,0.9272229975840931,Accepted
KPCA_CAM,0.9974489808082581,108.64603424072266,256.92779541015625,0.11535976,0.13857912,0.2074325,0.043980084,0.4485691,0.0,0.16267346,0.9999953082061777,Accepted
FEM,1.0,139.7485809326172,256.92779541015625,0.15787427,0.17825072,0.26322132,0.07691431,0.5425375,5.299598e-05,0.00642471,0.14253768219226148,Accepted
ShapleyCAM,1.0,252.33688354492188,256.92779541015625,0.2752615,0.32185826,0.4484457,0.13008317,0.92024076,0.00015541911,0.0084988475,0.18780399181122198,Accepted
FinerCAM,1.0,211.0857391357422,256.92779541015625,0.24752423,0.269242,0.38711533,0.12363676,0.74920875,0.00019218028,0.27399367,0.9999999999999942,Accepted
