Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,101.48836517333984,6.293133735656738,0.105934426,0.12944944,0.18094999,0.05354069,0.36946437,0.00017750263,0.06486275,0.9305022636537477,Accepted
HiResCAM,1.0,139.7592315673828,6.293133735656738,0.12771004,0.17826435,0.24910215,0.057656147,0.5356879,4.3213367e-05,0.18182911,0.9999997038481089,Accepted
GradCAMElementWise,0.9987244606018066,85.87648010253906,6.293133735656738,0.079923846,0.10953632,0.15282103,0.03715612,0.32621926,0.0,0.15575112,0.9999881774137708,Accepted
GradCAMPlusPlus,1.0,105.75306701660156,6.293133735656738,0.121088326,0.13488911,0.1945976,0.055799875,0.4010694,6.663799e-05,0.11612359,0.9988752143470755,Accepted
XGradCAM,1.0,150.42013549804688,6.293133735656738,0.15509069,0.19186243,0.27338582,0.061193172,0.58411074,0.0008133054,0.14212503,0.9999348782807329,Accepted
AblationCAM,1.0,102.93858337402344,6.293133735656738,0.09774141,0.13129923,0.19323699,0.043686304,0.41138452,9.036809e-05,0.21669409,0.999999999125302,Accepted
ScoreCAM,1.0,154.7027130126953,6.293133735656738,0.17169946,0.19732489,0.2868212,0.08599066,0.5796282,0.00017299503,0.1060635,0.9970550843089854,Accepted
EigenCAM,0.9987244606018066,48.65133285522461,6.293133735656738,0.055443183,0.06205527,0.09152478,0.028171351,0.18494064,0.0,0.21430437,0.9999999986514724,Accepted
EigenGradCAM,1.0,77.94478607177734,6.293133735656738,0.061356366,0.09941938,0.1207155,0.027052654,0.26070714,3.7312508e-05,0.19315629,0.9999999499577618,Accepted
LayerCAM,0.9987244606018066,85.87648010253906,6.293133735656738,0.079923846,0.10953632,0.15282103,0.03715612,0.32621926,0.0,0.15575112,0.9999881774137708,Accepted
FullGrad,0.9987244606018066,64.24164581298828,6.293133735656738,0.068711296,0.08194087,0.1129379,0.031866208,0.23428315,0.0,0.06274837,0.9208916691520412,Accepted
KPCA_CAM,0.9783163070678711,25.30472183227539,6.293133735656738,0.023741215,0.03227643,0.04616253,0.008769091,0.10186523,0.0,0.25457013,0.9999999999995384,Accepted
FEM,0.9706632494926453,81.12332916259766,6.293133735656738,0.09083423,0.10347363,0.16693749,0.023214877,0.38075674,0.0,0.07020846,0.9506002080838822,Accepted
ShapleyCAM,0.9897959232330322,106.16673278808594,6.293133735656738,0.12785676,0.13541675,0.2115109,0.050396502,0.39961487,0.0,0.21430475,0.9999999986515592,Accepted
FinerCAM,1.0,177.2464141845703,6.293133735656738,0.18645401,0.22607958,0.31829083,0.09327369,0.65538275,1.12354755e-05,0.13119006,0.9997698485285463,Accepted
