Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,165.95013427734375,136.3164825439453,0.13533652,0.21167108,0.29726517,0.057429742,0.65617025,1.3753772e-05,0.5143771,1.0,Accepted
HiResCAM,1.0,145.18505859375,136.3164825439453,0.1532517,0.18518503,0.2610686,0.077497646,0.5347357,0.000117093325,0.19771135,0.9999999762612283,Accepted
GradCAMElementWise,1.0,113.99855041503906,136.3164825439453,0.1201201,0.14540632,0.20184195,0.06012171,0.41377032,0.0001873374,0.322118,1.0,Accepted
GradCAMPlusPlus,1.0,178.95257568359375,136.3164825439453,0.19029951,0.22825587,0.34742492,0.09146431,0.7306636,5.7429075e-05,0.3352156,1.0,Accepted
XGradCAM,1.0,128.45413208007812,136.3164825439453,0.12913992,0.16384456,0.24235463,0.06747886,0.4843518,0.0003235042,0.063074574,0.9224409930204764,Accepted
AblationCAM,1.0,197.3961181640625,136.3164825439453,0.2220205,0.25178078,0.3762057,0.10958848,0.7331154,0.00010532141,0.23471215,0.9999999999715989,Accepted
ScoreCAM,1.0,235.3183135986328,136.3164825439453,0.27002466,0.30015093,0.4632281,0.12623896,0.8718866,0.00017376244,-0.35026547,1.0,Accepted
EigenCAM,1.0,203.5740966796875,136.3164825439453,0.22824816,0.25966084,0.37466335,0.15378374,0.68910635,0.0013258457,0.2114823,0.9999999977661338,Accepted
EigenGradCAM,1.0,87.8644027709961,136.3164825439453,0.07911176,0.11207193,0.15403366,0.038060833,0.32725435,8.440018e-05,0.2729243,0.9999999999999927,Accepted
LayerCAM,1.0,113.99855041503906,136.3164825439453,0.1201201,0.14540632,0.20184195,0.06012171,0.41377032,0.0001873374,0.322118,1.0,Accepted
FullGrad,0.9987244606018066,99.61668395996094,136.3164825439453,0.087716535,0.1270621,0.1537545,0.040954858,0.3202972,0.0,-0.20468447,0.9999999926776793,Accepted
KPCA_CAM,0.9948979616165161,177.22647094726562,136.3164825439453,0.14710906,0.22605418,0.36779487,0.060469836,0.76010215,0.0,0.671003,1.0,Accepted
FEM,1.0,114.67709350585938,136.3164825439453,0.11861259,0.1462718,0.21125308,0.06582781,0.4145988,0.00033921003,0.09400025,0.9915525016279243,Accepted
ShapleyCAM,1.0,242.81649780273438,136.3164825439453,0.2839511,0.3097149,0.45253146,0.178971,0.75372493,0.0008723587,-0.090392485,0.9886630040362003,Accepted
FinerCAM,1.0,104.69839477539062,136.3164825439453,0.08717108,0.13354386,0.18826658,0.042883962,0.4040565,0.00015097857,0.24534741,0.9999999999967276,Accepted
