Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,170.99542236328125,163.8438720703125,0.17395161,0.2181064,0.33692288,0.06018471,0.74898183,0.0005889535,0.28685695,0.9999999999999998,Accepted
HiResCAM,1.0,125.8619384765625,163.8438720703125,0.1289586,0.16053818,0.21783747,0.054854356,0.45739543,0.0001402758,0.2482651,0.9999999999982238,Accepted
GradCAMElementWise,1.0,112.03462219238281,163.8438720703125,0.11680776,0.1429013,0.2076875,0.053875662,0.43386227,0.00057181716,0.2547078,0.9999999999995519,Accepted
GradCAMPlusPlus,0.9987244606018066,125.45646667480469,163.8438720703125,0.11993332,0.16002098,0.22464418,0.050507315,0.4857875,0.0,0.39887094,1.0,Accepted
XGradCAM,1.0,187.08541870117188,163.8438720703125,0.202771,0.23862936,0.33603942,0.11945914,0.65828145,0.00072419643,-0.010298692,0.22658585564994982,Accepted
AblationCAM,1.0,186.67880249023438,163.8438720703125,0.1977702,0.23811072,0.34899023,0.0942931,0.71865416,0.0014731288,0.20723929,0.9999999952910102,Accepted
ScoreCAM,0.9987244606018066,223.42466735839844,163.8438720703125,0.25443712,0.28498045,0.44805115,0.11712412,0.8888002,0.0,-0.09986764,0.9948711926831987,Accepted
EigenCAM,1.0,134.90797424316406,163.8438720703125,0.12470274,0.1720765,0.2079613,0.08391503,0.39362565,0.00022447109,0.55979526,1.0,Accepted
EigenGradCAM,1.0,229.82766723632812,163.8438720703125,0.2753752,0.29314753,0.40429953,0.15996914,0.7182766,0.00018079579,0.10216618,0.995811232356326,Accepted
LayerCAM,1.0,112.03462219238281,163.8438720703125,0.11680776,0.1429013,0.2076875,0.053875662,0.43386227,0.00057181716,0.2547078,0.9999999999995519,Accepted
FullGrad,1.0,94.89749908447266,163.8438720703125,0.11477223,0.12104272,0.17093085,0.05848881,0.33899483,0.00019085407,-0.06259564,0.9201571113277169,Accepted
KPCA_CAM,0.9145408272743225,143.88601684570312,163.8438720703125,0.11223033,0.18352808,0.31123626,0.028712556,0.7264517,0.0,0.59179115,1.0,Accepted
FEM,0.9974489808082581,129.26129150390625,163.8438720703125,0.13236013,0.16487412,0.23253329,0.05642754,0.4870717,0.0,0.026713386,0.5448846769286924,Accepted
ShapleyCAM,1.0,228.8189697265625,163.8438720703125,0.27696645,0.29186094,0.4057088,0.15164539,0.78102845,0.0020389296,0.3596229,1.0,Accepted
FinerCAM,1.0,196.83099365234375,163.8438720703125,0.23071429,0.25105995,0.3751271,0.117667414,0.75048727,0.00032755733,-0.06382519,0.9259126486886806,Accepted
