Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,153.4858856201172,135.3702392578125,0.14990446,0.1957728,0.28140754,0.08178641,0.5779892,0.0002727732,0.026860336,0.5473626777884142,Accepted
HiResCAM,1.0,82.5255126953125,135.3702392578125,0.07303919,0.10526213,0.15193257,0.038325634,0.32110858,6.7427754e-05,0.09301923,0.9908402992466678,Accepted
GradCAMElementWise,1.0,83.43522644042969,135.3702392578125,0.089886665,0.106422484,0.15764686,0.04265509,0.32892826,0.00031471252,0.04820056,0.8224211509304572,Accepted
GradCAMPlusPlus,1.0,111.97509765625,135.3702392578125,0.10929458,0.1428254,0.21465798,0.04830815,0.45758873,0.00030744076,-0.08770968,0.9859775632067834,Accepted
XGradCAM,1.0,200.3370361328125,135.3702392578125,0.22777522,0.25553194,0.38594383,0.0940619,0.78792375,8.265674e-05,-0.08951484,0.9878394914676529,Accepted
AblationCAM,1.0,138.26876831054688,135.3702392578125,0.1364958,0.17636323,0.25412828,0.065921426,0.5335507,0.0022842437,0.15840903,0.9999916708038094,Accepted
ScoreCAM,0.9107142686843872,163.20042419433594,135.3702392578125,0.15899675,0.20816381,0.32303345,0.054713994,0.7246016,0.0,0.018680383,0.3985109417078503,Accepted
EigenCAM,1.0,124.694580078125,135.3702392578125,0.12210309,0.15904921,0.21737698,0.049914226,0.45838723,0.0004991293,0.38972634,1.0,Accepted
EigenGradCAM,1.0,125.70861053466797,135.3702392578125,0.098293334,0.16034262,0.21734676,0.048450354,0.4698149,4.196167e-05,0.06920053,0.947235719678857,Accepted
LayerCAM,1.0,83.43522644042969,135.3702392578125,0.089886665,0.106422484,0.15764686,0.04265509,0.32892826,0.00031471252,0.04820056,0.8224211509304572,Accepted
FullGrad,0.9987244606018066,98.17912292480469,135.3702392578125,0.11152737,0.12522848,0.1798723,0.059685547,0.35929745,0.0,-0.06466492,0.929645916282508,Accepted
KPCA_CAM,0.9974489808082581,143.68968200683594,135.3702392578125,0.14436677,0.18327765,0.25872192,0.06288706,0.5522541,0.0,0.51440257,1.0,Accepted
FEM,0.9655612111091614,143.497802734375,135.3702392578125,0.15345137,0.18303291,0.2679997,0.06591701,0.56633717,0.0,0.061489634,0.9146746699753251,Accepted
ShapleyCAM,1.0,103.54356384277344,135.3702392578125,0.10862698,0.1320709,0.18351422,0.0649662,0.36086333,0.0002667904,0.23388425,0.9999999999665413,Accepted
FinerCAM,1.0,170.64633178710938,135.3702392578125,0.19038051,0.21766114,0.3305301,0.08520695,0.6745033,1.9580126e-05,0.19267565,0.9999999459167149,Accepted
