Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,190.08694458007812,183.99879455566406,0.22079724,0.24245784,0.33203965,0.115762904,0.6473425,0.00036671758,0.24019137,0.9999999999905494,Accepted
HiResCAM,1.0,124.9229965209961,183.99879455566406,0.118010856,0.15934055,0.22411123,0.052340575,0.48034286,5.3048134e-05,0.16370347,0.9999959246043525,Accepted
GradCAMElementWise,1.0,133.65908813476562,183.99879455566406,0.13392702,0.17048353,0.24665707,0.06357413,0.52023244,0.00062578917,0.19213909,0.9999999410338061,Accepted
GradCAMPlusPlus,1.0,160.80999755859375,183.99879455566406,0.17166233,0.20511477,0.29261336,0.0856058,0.5976021,0.00042906404,0.2727031,0.9999999999999922,Accepted
XGradCAM,1.0,183.8095245361328,183.99879455566406,0.21912736,0.23445094,0.2985267,0.12743643,0.536075,0.0009253472,-0.107002415,0.9972993422107892,Accepted
AblationCAM,1.0,180.53897094726562,183.99879455566406,0.18926841,0.2302793,0.34359646,0.08768723,0.72716665,7.456541e-05,-0.009589054,0.21135602052753433,Accepted
ScoreCAM,1.0,194.50575256347656,183.99879455566406,0.23002104,0.24809407,0.36780393,0.1055808,0.7167885,0.00019007921,-0.018813105,0.40109358331933287,Accepted
EigenCAM,1.0,109.3531494140625,183.99879455566406,0.105835065,0.13948105,0.19827384,0.056437433,0.40545934,4.4971704e-05,0.24689013,0.9999999999976288,Accepted
EigenGradCAM,1.0,135.01307678222656,183.99879455566406,0.13299632,0.17221056,0.2661216,0.047953524,0.5863159,5.5450946e-06,0.028065458,0.5673899536017393,Accepted
LayerCAM,1.0,133.65908813476562,183.99879455566406,0.13392702,0.17048353,0.24665707,0.06357413,0.52023244,0.00062578917,0.19213909,0.9999999410338061,Accepted
FullGrad,0.9987244606018066,106.68986511230469,183.99879455566406,0.104227625,0.136084,0.20130195,0.05335755,0.42290178,0.0,0.30870318,1.0,Accepted
KPCA_CAM,1.0,164.29083251953125,183.99879455566406,0.15210646,0.20955467,0.29175338,0.06967975,0.6140956,3.8027763e-05,0.39174274,1.0,Accepted
FEM,1.0,123.59362030029297,183.99879455566406,0.12204093,0.15764493,0.22153166,0.06213184,0.45200628,0.0003850162,0.16228999,0.9999950566847833,Accepted
ShapleyCAM,1.0,228.71630859375,183.99879455566406,0.26083985,0.29173,0.42867145,0.12251261,0.8063804,7.4505806e-05,0.20591663,0.9999999940776959,Accepted
FinerCAM,1.0,166.8040008544922,183.99879455566406,0.19411959,0.21276021,0.3082815,0.09403084,0.6127747,0.00015738606,-0.02181217,0.45803199664185235,Accepted
