Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,140.30520629882812,185.90565490722656,0.11938788,0.17896073,0.26095814,0.05430764,0.568734,0.0008621365,0.05966723,0.9049825401505205,Accepted
HiResCAM,1.0,99.74502563476562,185.90565490722656,0.102286816,0.12722582,0.17738998,0.054693032,0.35839903,0.00047677755,0.33287188,1.0,Accepted
GradCAMElementWise,0.9987244606018066,99.53102111816406,185.90565490722656,0.096709624,0.12695284,0.1788398,0.043725252,0.38098666,0.0,0.33658653,1.0,Accepted
GradCAMPlusPlus,1.0,145.69105529785156,185.90565490722656,0.14900348,0.18583043,0.25896844,0.05633191,0.55257636,2.9261806e-05,0.047113758,0.8124336570917263,Accepted
XGradCAM,1.0,191.7977752685547,185.90565490722656,0.1828538,0.24464004,0.35886276,0.09410098,0.7534704,3.916025e-05,0.4695127,1.0,Accepted
AblationCAM,1.0,200.3072052001953,185.90565490722656,0.18865754,0.2554939,0.39651453,0.09834052,0.84374344,0.0016494989,0.32230923,1.0,Accepted
ScoreCAM,1.0,163.67617797851562,185.90565490722656,0.17408204,0.20877063,0.30201396,0.07675952,0.6368022,0.0005393326,-0.05329668,0.8640348068529621,Accepted
EigenCAM,1.0,145.243408203125,185.90565490722656,0.19441694,0.18525942,0.23417005,0.10450082,0.42842335,0.0026059896,0.14754584,0.9999663743268306,Accepted
EigenGradCAM,1.0,134.87278747558594,185.90565490722656,0.15242921,0.17203164,0.2570643,0.0698171,0.53025615,0.000118397176,0.31312686,1.0,Accepted
LayerCAM,0.9987244606018066,99.53102111816406,185.90565490722656,0.096709624,0.12695284,0.1788398,0.043725252,0.38098666,0.0,0.33658653,1.0,Accepted
FullGrad,0.9987244606018066,146.6823272705078,185.90565490722656,0.16579242,0.1870948,0.28880432,0.07265067,0.55066407,0.0,0.01859134,0.3967763301547699,Accepted
KPCA_CAM,1.0,196.5158233642578,185.90565490722656,0.18604372,0.25065795,0.36775994,0.12464824,0.7283907,0.00019848347,0.6081934,1.0,Accepted
FEM,1.0,108.90007781982422,185.90565490722656,0.11384362,0.13890317,0.18309794,0.058986552,0.36895674,2.0235777e-05,0.033336796,0.6487663125169081,Accepted
ShapleyCAM,0.9974489808082581,187.470458984375,185.90565490722656,0.20133531,0.23912048,0.35513496,0.10432954,0.69250125,0.0,0.29197863,0.9999999999999999,Accepted
FinerCAM,1.0,244.49000549316406,185.90565490722656,0.2644993,0.3118495,0.45478094,0.12784521,0.94200164,0.0014908314,-0.027876372,0.5642821632693513,Accepted
