Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,143.82273864746094,128.59132385253906,0.14531134,0.18344739,0.2743184,0.057947136,0.59666675,9.403378e-05,0.1744381,0.9999991085366109,Accepted
HiResCAM,1.0,111.80853271484375,128.59132385253906,0.106580585,0.14261295,0.19220522,0.047907867,0.40681466,0.00018259883,0.23602064,0.999999999978108,Accepted
GradCAMElementWise,1.0,92.18824005126953,128.59132385253906,0.09560494,0.11758704,0.16093713,0.044661805,0.33381173,0.0002591908,0.27106953,0.9999999999999887,Accepted
GradCAMPlusPlus,1.0,203.30941772460938,128.59132385253906,0.24941725,0.25932324,0.34037104,0.13896602,0.642259,0.0013312101,0.31735224,1.0,Accepted
XGradCAM,1.0,186.39877319335938,128.59132385253906,0.21680929,0.23775354,0.35314843,0.105371594,0.7108373,0.0013979375,-0.07436803,0.9626451990820497,Accepted
AblationCAM,1.0,211.44712829589844,128.59132385253906,0.23328555,0.269703,0.39727357,0.11112645,0.7926439,0.00018627942,-0.14296262,0.9999411105942915,Accepted
ScoreCAM,1.0,239.32958984375,128.59132385253906,0.30019236,0.3052673,0.43529248,0.17091623,0.817559,0.00017929077,0.055875655,0.882004682149466,Accepted
EigenCAM,1.0,132.18701171875,128.59132385253906,0.099329926,0.16860591,0.19539481,0.0633705,0.39282492,1.0728836e-05,0.71379733,1.0,Accepted
EigenGradCAM,1.0,151.92935180664062,128.59132385253906,0.17621192,0.19378744,0.28711098,0.07222642,0.60516465,0.00052600174,0.0012113452,0.027015377533164298,Rejected
LayerCAM,1.0,92.18824005126953,128.59132385253906,0.09560494,0.11758704,0.16093713,0.044661805,0.33381173,0.0002591908,0.27106953,0.9999999999999887,Accepted
FullGrad,1.0,75.4050064086914,128.59132385253906,0.08261322,0.09617984,0.1379963,0.035057694,0.2910961,4.9084425e-05,0.17705263,0.9999993931668668,Accepted
KPCA_CAM,0.9987244606018066,200.02655029296875,128.59132385253906,0.15654208,0.2551359,0.43876696,0.046577934,0.92592114,0.0,0.69933295,1.0,Accepted
FEM,0.9948979616165161,154.00296020507812,128.59132385253906,0.1790955,0.19643232,0.2866145,0.09279299,0.57003015,0.0,0.3018071,1.0,Accepted
ShapleyCAM,1.0,133.6084747314453,128.59132385253906,0.13517153,0.17041898,0.24117202,0.059067726,0.51340306,7.8082085e-05,0.23611277,0.9999999999785069,Accepted
FinerCAM,1.0,188.5555419921875,128.59132385253906,0.21535131,0.24050453,0.33448702,0.11289872,0.6570802,0.0012133755,0.38191253,1.0,Accepted
