Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,194.34478759765625,161.17384338378906,0.21794587,0.24788876,0.38907188,0.08310346,0.751873,0.00074744225,0.07130562,0.954056626488103,Accepted
HiResCAM,1.0,136.7261199951172,161.17384338378906,0.13404484,0.17439555,0.25754738,0.065699846,0.5404733,0.00086383894,0.05813705,0.8961813866294014,Accepted
GradCAMElementWise,1.0,99.81495666503906,161.17384338378906,0.10161768,0.127315,0.1730838,0.051453598,0.3496091,0.0007882118,0.17584491,0.9999992746726999,Accepted
GradCAMPlusPlus,1.0,114.25790405273438,161.17384338378906,0.11409039,0.14573711,0.1864923,0.057584807,0.3748381,0.00027500093,0.2166326,0.9999999991154453,Accepted
XGradCAM,1.0,154.65573120117188,161.17384338378906,0.1630894,0.19726497,0.27684373,0.0827848,0.5540675,0.00021508336,0.012436854,0.2719270609260763,Accepted
AblationCAM,1.0,148.34266662597656,161.17384338378906,0.14307156,0.18921256,0.2820266,0.054825798,0.61710155,0.0001968788,0.25462663,0.9999999999995439,Accepted
ScoreCAM,0.9846938848495483,167.6851806640625,161.17384338378906,0.18209794,0.21388416,0.29464477,0.08278979,0.61148685,0.0,-0.057500042,0.8923317062046444,Accepted
EigenCAM,1.0,178.79171752929688,161.17384338378906,0.21881871,0.22805066,0.32741278,0.10444647,0.651313,0.0014873743,0.28170818,0.9999999999999991,Accepted
EigenGradCAM,1.0,136.5852813720703,161.17384338378906,0.12851167,0.17421594,0.25214615,0.060352977,0.53498054,0.00030562282,-0.010578526,0.23256680151489206,Accepted
LayerCAM,1.0,99.81495666503906,161.17384338378906,0.10161768,0.127315,0.1730838,0.051453598,0.3496091,0.0007882118,0.17584491,0.9999992746726999,Accepted
FullGrad,1.0,118.20500183105469,161.17384338378906,0.13674289,0.15077169,0.21507835,0.06750988,0.42152694,0.00036510825,0.26432502,0.9999999999999467,Accepted
KPCA_CAM,0.9974489808082581,180.8277130126953,161.17384338378906,0.17130376,0.2306476,0.3349651,0.07907093,0.7168098,0.0,0.40431607,1.0,Accepted
FEM,0.9655612111091614,164.93759155273438,161.17384338378906,0.14854209,0.21037956,0.3121786,0.07050012,0.6729028,0.0,-0.104419515,0.9965784501858796,Accepted
ShapleyCAM,1.0,213.0418701171875,161.17384338378906,0.15932348,0.27173707,0.41090256,0.070925474,0.9139586,0.0007406026,0.032704905,0.6395574380753414,Accepted
FinerCAM,1.0,172.9277801513672,161.17384338378906,0.1974661,0.22057113,0.3288185,0.08885591,0.68272555,0.00033402443,0.09651366,0.9931569136379503,Accepted
