Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,192.758544921875,9.689453125,0.21814682,0.2458655,0.3447662,0.11600543,0.6764531,0.00032250583,0.018449873,0.39401771230901483,Accepted
HiResCAM,1.0,183.2975311279297,9.689453125,0.21056405,0.2337979,0.34077868,0.10935751,0.6866362,8.121133e-06,0.024372581,0.5044097524410155,Accepted
GradCAMElementWise,1.0,162.19818115234375,9.689453125,0.20231578,0.20688544,0.29439157,0.09926145,0.58339,0.000844717,0.033590723,0.6524249426740163,Accepted
GradCAMPlusPlus,1.0,198.6736297607422,9.689453125,0.22031909,0.25341022,0.34605408,0.10424118,0.7060198,0.00013267994,0.17406352,0.9999990584771282,Accepted
XGradCAM,1.0,216.9414520263672,9.689453125,0.26484525,0.27671105,0.386265,0.13812232,0.7277461,0.00037768483,-0.008406565,0.18579991530329698,Accepted
AblationCAM,1.0,229.1770477294922,9.689453125,0.25684965,0.29231763,0.44748402,0.12836249,0.8144842,7.6174736e-05,0.087908864,0.986194670302158,Accepted
ScoreCAM,0.9247449040412903,160.39117431640625,9.689453125,0.15926865,0.20458058,0.30304295,0.057705082,0.65614265,0.0,-0.19112155,0.9999999305743386,Accepted
EigenCAM,0.9987244606018066,105.21971893310547,9.689453125,0.12795815,0.13420883,0.19733076,0.07027142,0.3304576,0.0,-0.2468769,0.9999999999976222,Accepted
EigenGradCAM,1.0,202.63983154296875,9.689453125,0.2323344,0.25846916,0.40658993,0.08967873,0.77200174,0.000111311674,0.16720532,0.9999974917456096,Accepted
LayerCAM,1.0,162.19818115234375,9.689453125,0.20231578,0.20688544,0.29439157,0.09926145,0.58339,0.000844717,0.033590723,0.6524249426740163,Accepted
FullGrad,1.0,90.02205657958984,9.689453125,0.09595036,0.114824064,0.16191077,0.04289599,0.33704147,0.0001975298,0.049404997,0.8330209900778011,Accepted
KPCA_CAM,0.8877550959587097,56.529197692871094,9.689453125,0.057859857,0.07210357,0.11394502,0.020309724,0.25426018,0.0,0.23581259,0.9999999999771801,Accepted
FEM,0.9553571343421936,101.62704467773438,9.689453125,0.09176077,0.12962635,0.1922103,0.034095608,0.4280419,0.0,0.2439493,0.9999999999956267,Accepted
ShapleyCAM,1.0,296.8348083496094,9.689453125,0.3414084,0.37861586,0.5558691,0.1773839,0.9644048,0.0028584376,-0.21789193,0.9999999992972447,Accepted
FinerCAM,1.0,199.63111877441406,9.689453125,0.20148695,0.25463155,0.40935737,0.08265962,0.8848248,0.00021718442,0.19022325,0.9999999198670481,Accepted
