Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,125.88710021972656,14.101011276245117,0.15208033,0.16057028,0.2239545,0.08171147,0.43448982,0.00016698241,-0.22972845,0.9999999999245419,Accepted
HiResCAM,1.0,125.15953063964844,14.101011276245117,0.1344356,0.15964226,0.22098455,0.060223788,0.46131197,0.00065237656,-0.002194181,0.048910530277862185,Rejected
GradCAMElementWise,1.0,99.06593322753906,14.101011276245117,0.098055616,0.12635961,0.17701197,0.04850851,0.3674468,0.00037835538,0.010001846,0.22022579139785847,Accepted
GradCAMPlusPlus,1.0,145.53018188476562,14.101011276245117,0.1629583,0.18562523,0.27574292,0.07511003,0.5761908,0.0002644956,0.099197924,0.9945635713393205,Accepted
XGradCAM,1.0,152.88174438476562,14.101011276245117,0.15150672,0.19500223,0.27716595,0.078969754,0.5744287,0.000116467476,0.2283459,0.9999999999014376,Accepted
AblationCAM,1.0,139.4844512939453,14.101011276245117,0.15740523,0.17791381,0.24467728,0.08771238,0.4671675,9.5009804e-05,-0.1313195,0.9997731382610494,Accepted
ScoreCAM,0.875,159.79876708984375,14.101011276245117,0.14861985,0.20382498,0.31831172,0.027227756,0.7549301,0.0,-0.08896791,0.987299912664412,Accepted
EigenCAM,0.9119898080825806,45.765769958496094,14.101011276245117,0.044448853,0.058374707,0.09213908,0.01144436,0.21082783,0.0,0.05767578,0.8934053605433286,Accepted
EigenGradCAM,1.0,162.6421356201172,14.101011276245117,0.15111157,0.20745172,0.33326957,0.0636692,0.7295012,8.749962e-05,-0.07611622,0.9669063464372314,Accepted
LayerCAM,1.0,99.06593322753906,14.101011276245117,0.098055616,0.12635961,0.17701197,0.04850851,0.3674468,0.00037835538,0.010001846,0.22022579139785847,Accepted
FullGrad,0.9987244606018066,147.4664306640625,14.101011276245117,0.19220883,0.18809494,0.27103353,0.11064497,0.485082,0.0,0.098377645,0.9941642568445208,Accepted
KPCA_CAM,0.9132652878761292,52.72736740112305,14.101011276245117,0.05455713,0.0672543,0.103788435,0.014569808,0.22847088,0.0,-0.003555121,0.07916858788998238,Accepted
FEM,1.0,108.13711547851562,14.101011276245117,0.11446811,0.13793,0.2000117,0.04933452,0.42030394,5.9604645e-08,0.09694121,0.9934008622702837,Accepted
ShapleyCAM,1.0,352.8595275878906,14.101011276245117,0.44661152,0.4500759,0.67989916,0.23903897,0.95728445,0.0012842417,-0.13222559,0.999794959294761,Accepted
FinerCAM,1.0,133.0572509765625,14.101011276245117,0.13511185,0.16971588,0.2619527,0.051024526,0.5589306,0.00043737143,-0.06390868,0.9262912158944753,Accepted
