Method,Percentage of change,Absolute change of Visualization,Absolute change of Adversarial,Median of change,Mean of change,Upper quartile of change,Lower quartile of change,Upper Whisker,Lower Whisker,Pearson Correlation,p-value,Null Hypothesis
GradCAM,1.0,156.4506378173828,4.884792327880859,0.17065863,0.1995544,0.30676138,0.08188125,0.6219022,4.261732e-05,-0.042032428,0.7602257188334949,Accepted
HiResCAM,1.0,142.71505737304688,4.884792327880859,0.14487962,0.18203454,0.25846276,0.06287679,0.54571056,0.0003850609,-0.06853798,0.9449215302635374,Accepted
GradCAMElementWise,1.0,114.27608489990234,4.884792327880859,0.1034545,0.14576033,0.18900645,0.041443337,0.403696,0.00033305585,-0.0045521185,0.10126286199404078,Accepted
GradCAMPlusPlus,1.0,145.88438415527344,4.884792327880859,0.1682109,0.18607701,0.27733344,0.087436035,0.55397725,0.00052407384,-0.02049344,0.4333278736462457,Accepted
XGradCAM,1.0,163.95211791992188,4.884792327880859,0.18385184,0.2091226,0.323039,0.073704615,0.67141867,0.0004222244,0.058739282,0.8997195510133542,Accepted
AblationCAM,1.0,133.81109619140625,4.884792327880859,0.15470073,0.17067742,0.24800974,0.07599487,0.49635795,0.00046829134,-0.062129933,0.9178848920145347,Accepted
ScoreCAM,0.9515306353569031,103.73822021484375,4.884792327880859,0.10289694,0.13231915,0.19017135,0.042103235,0.40970218,0.0,-0.0427609,0.768280199534571,Accepted
EigenCAM,0.9987244606018066,33.957279205322266,4.884792327880859,0.04029637,0.043312855,0.059001304,0.020979457,0.11490178,0.0,-0.07961057,0.9741913228757393,Accepted
EigenGradCAM,1.0,130.12403869628906,4.884792327880859,0.13974725,0.16597456,0.2561111,0.043594744,0.52786136,0.00013816357,0.15891019,0.9999922081017383,Accepted
LayerCAM,1.0,114.27608489990234,4.884792327880859,0.1034545,0.14576033,0.18900645,0.041443337,0.403696,0.00033305585,-0.0045521185,0.10126286199404078,Accepted
FullGrad,0.9987244606018066,101.89509582519531,4.884792327880859,0.11293551,0.12996824,0.19003317,0.054603044,0.3874852,0.0,0.1258785,0.999589182387849,Accepted
KPCA_CAM,0.9987244606018066,20.680831909179688,4.884792327880859,0.020360783,0.026378613,0.036356345,0.0088688135,0.07733187,0.0,0.18850291,0.9999998947397092,Accepted
FEM,0.9987244606018066,67.88424682617188,4.884792327880859,0.06369874,0.08658705,0.121566035,0.031492665,0.2541921,0.0,-0.08669822,0.9848280833626702,Accepted
ShapleyCAM,1.0,291.935546875,4.884792327880859,0.32788908,0.37236676,0.5864935,0.13136223,0.946588,0.0005660653,-0.08365621,0.9808574695945249,Accepted
FinerCAM,1.0,172.15309143066406,4.884792327880859,0.18262124,0.21958305,0.32140595,0.07720783,0.6871382,0.00014132261,-0.041148163,0.750184774328056,Accepted
